"","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19"
"...22",171.978693085985,5349.2921789676,16.9265797224802,335.540190261385,523.943456559164,5.30569752678114,2.70164321096919,25272.2764078323,91.2988063030395,1720.27088641372,180.655381405761,115.95821570672,67.2557228065333,146.420388483086,807.681413701993,0,223.9546645194,522.45829457024,12.629866932
"...23",1882.74137324638,20845.4620608,1084.60661784105,15683.3743420532,144.4536744,0.364959466040644,1.52188375308642,2264561.5350804,6.06835374238613,5639.80755366,592.268108882304,451.873351703704,220.49447,570.580284444444,2381.96746008498,0,448.0975455,4656.8432064,103.68177804
"...24",3056.7760164697,33844.217472,1760.94260413693,25463.1694120799,234.531696,0.592539877557913,2.47089580246914,3676690.535736,9.85244093680019,9156.6631044,961.593013399177,733.651282962963,357.9898,926.381155555555,3867.30812179703,0,727.52097,7560.744576,168.3353736
"...25",0,4.8187374,21.3354757558372,78.3484058075679,149.59600792,0,183.234076258595,64909.2237359443,0,194.115099654,20.3851251809053,0.104457220164609,4.06227913333332,0.131898086419753,19.9226318325479,0,45.7264286,111.24062656,0
"...26",5738.9189428005,63540.6199575,3306.38932273471,47806.8005563773,442.578331,1.11245911030443,7.4055908566898,6903752.40467153,18.4973840478921,17194.032609075,1805.64267141152,1377.38913274177,672.166335833333,1739.22865817901,7260.94657403992,0,1366.5686675,14196.537208,316.03986
"...27",0,43.439988,192.335197765261,706.295762890063,1348.5791504,0,1651.81984680561,585144.129285554,0,1749.91017348,183.767970679835,0.941661687242797,36.6206626666666,1.18903580246914,179.598682371507,0,412.214932,1002.8127872,0
"...28",4.59423129548122,74.111185824,105.564008100142,416.204764761429,721.968827632,0.000890567458861821,883.882262876134,318632.934225689,0.0148078865591873,950.1282302148,99.7783425677036,1.60653046880658,20.1335359333333,2.02856532345679,101.914574111155,0,221.66709149,547.962443392,0.2530023912
"...29",14.6323635041022,162.160141044,9.10485784627071,124.369133470797,5.858798216,0.00283640634197235,5.81291807218114,19654.7988455042,0.0471622704487374,49.9772557746,5.24839446791769,3.51519415748971,1.84225712666667,4.43863413209876,19.1430080377806,0,4.93021576,39.714054464,0.8057981232
"...30",1682.97391732994,18633.69036039,969.644450711935,14019.7357197047,129.964697612,0.32623560036288,2.3871036582043,2024644.91658933,5.42447370344736,5042.4858893619,529.539980459078,403.928111221502,197.121761796667,510.03985016358,2129.34146764851,0,400.80856471,4163.354184416,92.680668
"...31",1522.93885432,49864.2464808,45.1455546,1653.926391,1705.1705872,55.663255050517,2.11943654320987,143.542174666667,958.103480241906,15975.26501634,1677.65298906008,1080.9222708395,624.57053,1364.88008074074,7585.65216089232,0,2038.422934,4445.1894144,110.55258537
"...32",8755.1351056,286661.682864,259.534668,9508.16178,9802.756576,319.999267864466,12.1843061728395,825.201306666666,5507.98568889943,91839.2771772,9644.56224744033,6214.05153135802,3590.5574,7846.48016296295,43608.7170173045,0,11718.57172,25554.692352,635.5493646
"...33",0,97.5768,432.031729044246,1586.51241792173,3029.23744,0,3710.38994826106,1314376.32244444,0,3930.724728,412.787649053498,2.11520164609053,82.2589333333331,2.67086419753086,403.42241139726,0,925.9352,2252.56192,0
"...34",0,0.23419086,1.03690510625639,3.80773613762462,7.270372888,0,8.90518456147992,3154.59126879444,0,9.4340028006,0.990718024460904,0.0050766257201646,0.197426953333333,0.00641025308641975,0.968240826389041,0,2.22230654,5.406299584,0
"...35",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...36",11408.9751776,373554.032544,338.204328,12390.25788,12774.149696,416.996843553069,15.8775901234568,1075.33477333333,7177.55594234466,119677.4259912,12568.0038003621,8097.64313382715,4678.9204,10224.8904592592,56827.3092278356,0,15270.68312,33300.782592,828.1958916
"...37",2468.22349488,80814.8694672,73.1672964,2680.514694,2763.5660448,90.2133093048762,3.43496592592592,232.638472,1552.79610455225,25891.07523156,2718.96833684938,1751.8482357037,1012.24002,2212.05800444444,12294.0489924408,0,3303.667356,7204.3082496,179.17232058
"...38",724.50341392,23721.7776048,21.4769676,786.817746,811.1960032,26.4805236268045,1.00827358024691,68.2869146666666,455.795871485488,7599.86785404,798.105133702058,514.224108987654,297.12518,649.310558518517,3608.70094802987,0,969.733204,2114.6974464,52.59287022
"...39",1.44861814069465,80.2191973728,284.999623032585,1055.58181522113,1992.5656774904,0.000280806971492374,2440.47783030099,866261.971809457,0.00466911039417756,2589.73931945106,271.963182189442,1.73893567252675,54.2747494366665,2.19575331654321,267.180308505654,0,609.3705850405,1485.1860425024,0.07977479364
"...40",101.851989175598,1127.70282096,58.7240718367657,848.615767521653,8.160578928,0.0197434698747864,0.506090773093358,122657.697770333,0.328284016310471,305.5495752036,32.0874901056132,24.4455532790124,11.93763972,30.8673894814815,128.905049736892,0,24.34679949,252.181797504,5.60894634
"...41",0,48.031722,212.665591663516,780.953294299101,1491.1279176,0,1826.42204403577,646995.578078332,0,1934.88080562,203.192783575308,1.04119808641975,40.4915739999999,1.31472037037037,198.582789277808,0,455.787258,1108.8130368,0
"...42",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...43",164.842829701319,708.008991427337,0.000113799242301869,2143.01782216636,14918.8184674954,0,0.000977334617739007,429794.29668769,0,5612.65685778472,589.416860653016,15.3477238863541,67.3716837274117,19.379564268691,-125.456629140962,0,285.6432548958,157.19572933568,21.1861862359736
"...44",0,7.16457,31.7219007485236,116.489567951291,222.421556,0,272.435133265415,96507.9933805553,0,288.6131997,30.3089054650205,0.15530853909465,6.03985666666665,0.196108024691358,29.6212635178082,0,67.98673,165.394208,0
"...45",0.641731432548286,2.75627158703274,0,8.34274460897553,58.078803017232,0,0,1673.1834077249,0,21.8500111157013,2.29459332422709,0.0597485283178401,0.262277184183671,0.0754444406916123,-0.488401774464532,0,1.11200529,0.61195904,0.0824776040794776
"...46",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...47",0,105.01932,464.984283176441,1707.52120690263,3260.287856,0,3993.39422179465,1414628.35025555,0,4230.5346972,444.272390650205,2.2765353909465,88.5331066666664,2.87458024691358,434.192833928767,0,996.55948,2424.372608,0
"...48",62.3414100995073,267.85180207809,0.407505531021426,811.95770329075,5644.95970244898,0,3.49975319985777,163782.231273751,0,2126.34087231043,223.299088718935,5.80630408728193,25.5566738000894,7.33161764286687,-47.0655821347264,0,108.89983488,61.573837248,8.01233955383139
"...49",0.414754372619605,84.1788527055271,364.823576020674,1345.10174176213,2595.53680137365,0,3133.1905467923,1110989.38223724,0,3333.3711627705,350.056170532927,1.82477031229497,69.6319977790435,2.30413667880497,340.349153116792,0,782.61263482,1902.54213632,0.0533057057830466
"...50",201.720846943281,866.634373285416,1.02856561979763,2626.22230145131,18263.611290248,0,8.83356309330973,529075.054867819,0,6877.65618006684,722.261598565965,18.7862940056648,82.6396357610036,23.7214452611441,-152.562990331285,0,351.75042326,197.725058496,25.9258800565499
"...51",3.53291010549669,36.3021660516003,93.547031089165,389.453729556504,975.655150919854,0,803.403871772935,293810.813921375,0,971.402945254502,102.012520795185,0.786932973708881,19.2552835473088,0.993659923260851,84.6635207905008,0,206.61293455,491.1120704,0.454062160820861
"...52",332.178395007186,1426.7243671527,0,4318.44128806302,30063.23610111,0,0,866087.199007337,0,11310.1856246643,1187.74660080034,30.9275332857693,135.762111173479,39.052182813671,-252.810614116339,0,575.605485,316.76736,42.6927477096855
"...53",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"...54",60.299208502641,258.988397149905,0,783.911884545328,5457.27647906101,0,0,157217.848539734,0,2053.09933287639,215.607580163103,5.61416939241527,24.6444319421533,7.08900924731681,-45.8918465541748,0,104.487696,57.501696,7.749868547716
"...55",114.925634791765,493.611884554849,0,1494.07551424551,10401.1475301999,0,0,299645.078147801,0,3913.0487775977,410.931397467275,10.7001733069773,46.9703841122617,13.5111041757188,-87.4663155284002,0,199.1454795,109.593792,14.7706509673337
"...56",75.5943447780437,324.68184365646,0,982.754280652457,6841.5365632731,0,0,197096.786888245,0,2573.87621972239,270.297308312022,7.0382259938618,30.8955910260841,8.88716489790966,-57.5324976407513,0,130.9914195,72.087232,9.71565381251897
"...57",0,301.511594738684,0,1.3982364,1297.74107900004,0.045254748,0.435180120493826,20175.64014312,0.6136754316,2087.02369018737,223.688642502093,6.53595753813043,7.07036867883069,8.25295073755221,-7.19051736021917,0,49.5597124,48.94529024,0.688142796
"...58",0.0615422877355161,8526.52803695771,0,40.339952371694,36703.6034842152,1.2797316,12.3061949629629,570695.162627297,17.35375572,59019.7738849941,6325.77564647094,184.832113158148,199.963824594896,233.38742880637,-203.383121794832,0,1401.575721729,1384.152895104,19.467482833508
"...59",204.378011017786,877.814730915809,0,2656.98929977765,18496.8814692781,0,0,532873.846588536,0,6958.77057916678,730.779880670621,19.0286539812295,83.5297860133585,24.0274730967629,-155.545728602141,0,354.150378,194.896128,26.2673882255374
"...60",611.64102254615,2627.03163099426,0,7951.55821370995,55355.522051732,0,0,1594728.82034823,0,20825.4769263569,2187.00119080145,56.9469549135753,249.979161044998,71.9068951738903,-465.500902083931,0,1059.864015,583.26464,78.6102776608693
"...61",177.569593275993,762.671111066004,0,2308.4700107935,16070.6315861354,0,0,462976.382512624,0,6045.98339757819,634.922932945402,16.5326510969053,72.5731210268602,20.8757713415204,-135.142678148954,0,307.696206,169.331456,22.8218751146637
"...62",342.668931390445,1471.78179444917,0,4454.82211876217,31012.6641098472,0,0,893439.126191115,0,11667.3729540642,1225.25686371048,31.9042566911906,140.049618693956,40.2854910324177,-260.794634104767,0,593.7837,326.7712,44.0410287233861
"...63",106.480588574772,457.339949351918,0,1384.28680790212,9636.84310184972,0,0,277626.348051268,0,3625.50737888333,380.735047889458,9.91389565646892,43.5188733559654,12.5182717287779,-81.0390542963364,0,184.5117315,101.540544,13.6852636183735
"...64",0,6351.98223571519,0,29.45682,27339.6725837705,0.9533874,9.16799367901233,425042.718156,12.92837658,43967.5874391378,4712.47642975716,137.693829690281,148.952335603589,173.865938796145,-151.483522805479,0,1044.08062,1031.136512,14.4971898
"...65",0,6179.91679534632,0,28.65888,26599.0828547538,0.9275616,8.9196468148148,413528.963904,12.57816672,42776.5730417525,4584.82268293858,133.963915379671,144.917445663957,169.156177620194,-147.380066893151,0,1015.79808,1003.204608,14.1044832
"...66",0.105114566403397,9371.10810130284,0,43.8746982,40333.9659114155,1.406832903,13.5334016039506,627061.248223795,19.07448824925,64907.2078572009,6956.70691307099,203.140329274665,221.4169464353,256.505205325048,-208.86142048259,0,1540.99139238,1526.158561536,21.4201658556
"...67",211.051471719318,320.253336,0,838.58385,622.225136,0.64271025,16.1615871604938,8991.41766223733,3.0528736875,85797.1908612,9010.04856908641,6.94222790123457,3354.3354,8.76594814814814,29352.5721018167,0,1366.830465,9926.874048,65.7768033
"...68",142.078441924214,215.592408,0,564.52905,418.877808,0.43266825,10.8798725925926,6052.96234958026,2.0551741875,57758.0961636,6065.5045517037,4.67346148148149,2258.1162,5.90117777777778,19759.9556009755,0,920.141145,6682.705344,44.2805049
"...69",93.007048200762,141.130584,0,369.55065,274.204784,0.28323225,7.12215604938271,3962.37566643012,1.3453531875,37809.4661028,3970.58601264197,3.05933012345679,1478.2026,3.86301481481481,12935.2146471676,0,602.340585,4374.616512,28.9867977
"...70",70.9487119623007,107.658864,0,281.9049,209.172064,0.2160585,5.43300543209876,3022.62522338255,1.026277875,28842.2541288,3028.88833461728,2.33375358024692,1127.6196,2.94682962962963,9867.39000888869,0,459.48441,3337.095552,22.1120442
"...71",18.7159785144,640.259609112,22.855854492,157.26531384,423.290642017304,0.5531914395,6.9600039299948,33.7995581953333,10.0741478627475,885.7356241671,93.0161105860246,13.8791001459259,34.62880695,17.5251337111111,246.267493577326,0,95.25738315,543.227766144,12.945595158
"...72",5662.18816238744,113974.351929288,3256.87494391834,47082.2679324267,1653.96021128577,1.11616234177862,4777.56525451912,3769420.64822336,6953.27084663641,21752.6622668334,2284.37017067579,2470.65631187877,850.4442203,3119.69664925185,21068.5567882187,0,5976.913833,36170.042886656,199.517671038
"...73",1483.2335232,91064.990016,130.718016,791.96832,88268.5001789915,1.08108,606.71610028283,23.834096,12.94431138,33603.5988288,3528.9040877037,1974.04318222223,1313.7696,2492.62346666667,14518.9538493946,0,6120.972,11642.222592,233.575056
"...74",291.125004032,6819.74264016,486.36117216,3354.8942232,2323.86003641793,11.9337876,103.969351557619,732.431865293334,217.85072608005,16626.233198988,1746.01484197992,147.83361268642,650.020846,186.669438370371,4219.74897943972,0,1592.90388,10895.10510592,263.05532196
"...75",1526.3428867,93597.745626,139.2683235,847.981095,90679.2735518234,1.2333811875,624.194091500053,32.0318582222222,15.540938214375,34683.7106093625,3642.33273851646,2028.94648746914,1355.99775625,2561.9498462963,14955.0675851312,0,6302.91201875,12069.388912,242.6037855
"...76",89.5172987904,1840.414247856,72.440906352,509.14879584,550.452634951631,1.7755870692,15.3596904174529,105.365553320444,32.226225216045,2599.7543605404,273.014918332905,39.8952132735803,101.6402518,50.3756684296296,765.802639104145,0,249.717753,1565.128083456,37.8214972210394
"...77",8324.94779265936,171678.794485241,483.0481575288,4845.965205276,64966.9975560778,10.8357518157,275.127947434859,58.8689834360222,164.878380066703,46433.6007485162,4876.25519882723,3721.53287148195,1815.37261508,4699.17793641407,31156.2561610523,0,5519.42356189,4268.0107300096,92.567984869243
"...78",1103.105922572,60708.22530732,93.353826,606.2511495,56743.8042500096,0.935132688,386.748988781351,18.2308469,12.1309200327,22093.2024884865,2320.13222658955,1315.99046188519,863.758014250001,1661.70058322222,9765.73611330675,0,3959.8002788,7425.50622912,149.244041883799
"...79",1618.6491712,99379.004256,142.652256,864.27312,96327.2016327844,1.17978,662.10781884012,26.0100915555555,14.12609583,36671.5264608,3851.08453083127,2154.26856987655,1433.7136,2720.19398518518,15844.4993640053,0,6679.802,12705.129472,254.899896
"...80",1293.7956752,79434.214776,114.022776,690.81852,76994.8912303344,0.943005,529.226621662791,20.7900171111111,11.2910703675,29311.7638968,3078.19421247736,1721.91936864198,1145.9756,2174.26683703704,12664.6002837425,0,5339.2045,10155.283712,203.742966
"...81",582.12643106424,35640.1460201256,51.0984546522,312.756003687,34438.5766918745,0.5496036092839,236.692503274271,9.62770453377777,7.25053986485502,13145.8852864874,1380.52381116424,772.582166341557,513.95282221,975.539165046666,5681.45231172588,0,2392.551034838,4551.9892519808,91.37453108409
"...82",1061.897118416,35184.77170848,32.32769508,1145.2155846,2036.70170328644,38.2921681292247,7.39631071568821,98.9523171688888,659.048300876074,11315.674920564,1188.32306282864,762.710880404937,442.398738,963.074696592591,5359.03627707688,0,1461.809148,3171.07092736,78.31721217
"...83",349.2715304,21443.965452,30.781452,186.49254,20785.4485901287,0.2545725,142.869384725692,5.61244811111111,3.04812382875,7912.9686636,830.985621662551,464.847289753088,309.3662,586.96247037037,3418.92031933346,0,1441.36525,2741.508224,55.002207
"...84",10767.5095808106,222041.672839973,624.1505683728,6263.585858856,84019.467979963,13.999829739,355.661533464952,75.1751968423556,212.975968786592,60034.573759991,6304.57034749535,4813.26413544825,2347.11759168,6077.70652806962,40292.404027597,0,7136.3887851,5504.7952615936,119.359221689281
"...85",468.66779536,28774.4494968,41.3038968,250.243836,27890.8228081112,0.3415965,191.708380832375,7.53102802222222,4.09010569275,10617.96698424,1115.05280385844,623.752397506174,415.12108,787.61188074074,4587.65661987525,0,1934.08685,3678.6754816,73.8043638
"...86",2160.7439408,132661.595304,190.427304,1153.72308,128587.726707915,1.574895,883.851475149783,34.7210184444444,18.8570052825,48953.0282472,5140.83453879835,2875.74530790124,1913.8724,3631.20234814815,21150.9118868561,0,8916.9055,16960.149248,340.267314
"...87",1338.72882279691,27189.624096888,767.089825682668,11085.8363148265,738.55328345672,0.264026181167528,1127.0553020267,887351.84747287,1636.85220323463,5249.7180588384,551.302603376197,589.397660574239,205.2434928,744.232169375307,5016.17756858461,0,1430.8673805,8558.104653056,47.827278318
"...88",7922.47723528,163355.1621516,459.2219514,4608.618243,61796.9325568903,10.300991085,261.523001589659,55.3081499333334,156.70747703625,44164.54771911,4637.96909883292,3541.09898951852,1726.661495,4471.34415222221,29643.5498564426,0,5249.2715125,4047.0912384,87.7577131753413
"...89",689.09277728,42307.7188464,60.7300464,367.939128,41008.5026958224,0.502257,281.873134624406,11.0730395111111,6.0137741895,15611.83514352,1639.48716133662,917.117148197533,610.361840000001,1158.0434237037,6745.33448360473,0,2843.7313,5408.8391168,108.5162124
"...90",4994.3519876,102979.554822,289.494813,2905.285935,38956.9605285436,6.493773825,164.864837601048,34.8664136666667,98.78883538125,27841.45540995,2923.78879727572,2232.31878759259,1088.492275,2818.74796111111,18687.3774134374,0,3309.1555625,2551.297728,55.3227098302929
"...91",2773.88729944,57195.3438468,160.7868222,1613.609889,21636.8846855828,3.606673455,91.5667298342631,19.3649751333333,54.86779795875,15463.27927053,1623.88646838354,1239.84067374074,604.553885,1565.54627888889,10379.0599852947,0,1837.9210375,1417.0031232,30.7265011656892
"...92",3188.68576656,65748.1574232,184.8303828,1854.904086,24872.3970305306,4.14600417,105.259333417008,22.2607532,63.0725575725,17775.60989022,1866.71739305679,1425.24258644445,694.95699,1799.65319333333,11931.1122885428,0,2112.758025,1628.8973568,35.3212464482614
"...93",10887.5303688,224492.193036,631.089594,6333.43203,84924.9495998142,14.15622285,359.400164542917,76.007686,215.3565563625,60693.4977831,6373.76768824691,4866.38479888889,2372.87895,6144.78196666666,40737.8954481336,0,7213.855125,5561.748864,120.601768729374
"...94",1522.98959696,49865.9079024,45.1470588,1653.981498,1705.2274016,55.6651096886755,2.11950716049382,143.546957333333,958.135403191303,15975.79729452,1677.70888660412,1080.95828597531,624.59134,1364.92555703703,7585.90490644128,0,2038.490852,4445.3375232,110.55626886
"...95",1341.78762952,43932.9713688,39.7755606,1457.194401,1502.3431792,49.0421968247367,1.86733283950617,126.468054666667,844.138550895836,14075.03191374,1478.09875686255,952.34823602469,550.27883,1202.52970296296,6683.35055111037,0,1795.955674,3916.4409984,97.40252607
"...96",5918.54048624,122035.5845928,343.0648812,3442.899594,46165.8186450405,7.69542543,195.372536521615,41.3183294666667,117.0693862275,32993.42566338,3464.82635041646,2645.40207725926,1289.91421,3340.34805111111,22145.4154768586,0,3921.503975,3023.4070272,65.5599963222536
"...97",1062.2971684,34781.861196,31.490427,1153.665045,1189.409464,38.8268498478184,1.47837283950617,100.125126666667,668.306945619042,11143.2436983,1170.21508432922,753.97686802469,435.65735,952.046262962961,5291.2280674468,0,1421.86333,3100.657728,77.11386315
"...98",424.518000504,13899.61924776,12.58428762,461.0306727,475.31495184,15.5160882976754,0.590791259259258,40.0122676,267.070586947383,4453.092481698,467.644443133827,301.306227637037,174.098541,380.459242444444,2114.49453714195,0,568.2087798,1239.09303168,30.816445689
"...99",1507.15789328,49347.5443632,44.6777484,1636.788114,1687.5013088,55.0864625832292,2.09747456790123,142.054765333333,948.175442979545,15809.72650236,1660.26885286584,1069.72156360494,618.09862,1350.73695259259,7507.04829516622,0,2017.300436,4399.1275776,109.40701998
"...100",773.36857624,25321.7266056,22.9255122,839.885787,865.9082704,28.2665401734225,1.07627802469136,72.8926226666666,486.537671754469,8112.45174138,851.934468605762,548.906684765431,317.16521,693.10423185185,3852.09491167693,0,1035.138238,2257.3262208,56.14007109
"...101",981.71785608,32143.5236952,29.1017574,1066.155129,1099.1881968,35.8816844521492,1.36623259259259,92.5302519999999,617.613301977149,10297.98594846,1081.44978440494,696.784832370369,402.61107,879.829904444443,4889.86813570065,0,1314.009546,2865.4609536,71.26448103
"...102",415.891751704,13617.17757576,12.32857362,451.6624827,465.65650384,15.2007998107334,0.578786320987654,39.1992142666666,261.643685549951,4362.605191098,458.141860648231,295.183654550617,170.560841,372.728272074073,2071.527793819,0,556.6627198,1213.91453568,30.190252389
"...103",72.0212171893218,519.0630576,37.9811604,245.0629725,356.2829984,10.9639800834655,0.830655644444445,29.5480143111111,188.717448624553,1970.713857105,206.955815103704,11.2518860411523,77.0472224999999,14.2077516049382,361.652204476676,0,152.6703115,1132.650176,26.17493367
"...104",7010.25879164149,838405.307178384,13906.499350236,182773.547603775,26972.954514656,2099.23905974155,36129.6815900006,66649.0389839102,58740.9221497451,64551.0438857119,6778.87043570461,18174.3640479577,2523.69395127501,22948.7615699902,78468.1733949889,0,7622.740049785,94962.14417984,1213.9563159453
"...105",320.554391039809,2310.262848,169.047792,1090.7343,1585.756032,48.7988414551395,3.69710933333333,131.513269333333,839.949797896487,8771.3177454,921.125716444444,50.0802627160494,342.9243,63.2363259259258,1609.65347016398,0,679.51002,5041.23648,116.5002516
"...106",1275.22733231732,152314.207835424,2527.134493296,33207.9572139,4908.562958816,381.60920072135,6563.19772233245,12107.9315318124,10675.2878167021,11774.5514765802,1236.51228692119,3301.76090153054,460.339020900001,4169.13205273087,14263.1159673508,0,1388.47146676,17278.30544384,221.1662237808
"...107",137.774925399102,992.9556432,72.6570828,468.7998075,681.5611488,20.9738407239897,1.58902506666667,56.5246690666666,361.012121433732,3769.930101735,395.901695355556,21.5245981728395,147.3895575,27.1791007407407,691.832316041202,0,292.0547805,2166.733632,50.07204369
"...108",34.9742754222807,252.0625872,18.4440588,119.0052075,173.0148448,5.32422630619435,0.403375288888889,14.3488326222222,91.6432168569875,956.999782935,100.499963207407,5.46403652674897,37.4149575,6.89943654320986,175.622188850171,0,74.1383405,550.027072,12.71082849
"...109",164.152473962551,1183.0608864,86.5675656,558.553365,812.0486976,24.9893645985733,1.89325013333333,67.3465381333333,430.129304676815,4491.69797097,471.698624044445,25.6455667160494,175.607865,32.3826459259258,824.286319999304,0,347.969811,2581.563264,59.65853238
"...110",2020.44508731378,241483.791636864,4006.017526656,52646.3386824,7775.464046976,604.823899184806,10405.9292077606,19196.5320131591,16921.922607896,18629.4964397472,1956.38885206966,5234.71679307457,728.340622400002,6609.87461534816,22606.9952970173,0,2198.39562936,27372.29988864,350.1402793488
