"","FIPS","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19"
"288",10001,450577.007355138,6700.4262,142965.979619935,203.583205882479,57403.0164207832,1486.00689900427,0,0,430.066367100183,6765.489315,48700.267308,585321.421095317,2635.0445369808,1981.033213446,0,0,6589.32845859753,628.981352866128,157851.248503208
"289",10003,168193.20332803,4437.003,49566.5106956907,0,14875.2597805119,0,0,0,0,6333.95061,67450.499424,191787.975414629,1692.5286067704,1404.023539464,0,0,2459.69111415075,234.788697259845,58923.3509515446
"290",10005,910777.407033004,9480.3176,168873.825052074,317.58598211963,51333.5511954166,983.315192034138,441.629798468877,0,878.60337329811,6279.713505,26706.782718,738688.804600043,985.0166485488,2033.034085278,0,0,13319.3913352086,1271.39644563355,319073.872971416
"291",11001,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1160",24001,4960.87268606255,1623.486,4126.10408108737,37.2411553512786,1823.73322432593,0,0,476.758074013577,179.714326356432,5817.519045,92841.677082,12529.6598969565,1650.027888432,3957.066343062,0,0,72.5487964013804,6.92511238376814,1737.94919487142
"1161",24003,24057.4297744734,419.596544480822,7476.98618829349,40.9132541726277,617.73150041441,0,0,0,46.1053974596025,2688.2739,49215.069288,28674.9275442457,533.7590214852,1979.533188297,0,0,351.820674526129,33.5828825684032,8428.07170292587
"1162",24005,149827.137078269,7264.1804,33386.3670935181,141.901595188247,6463.553711441,1582.35547652916,0,0,0,12078.36747,113788.397646,122246.496125935,805.0136061744,5447.591332785,0,0,2191.10208045279,209.15065313413,52489.1422806785
"1163",24009,19910.8035271185,0,12423.1288639359,0,178.401636744061,4425.47806543385,0,455.520832513539,40.0978492784872,749.88693,27170.1045,11971.5248015088,127.5021550152,1201.020135966,0,0,291.179581232775,27.7944145722195,6975.3785571675
"1164",24011,281803.447320406,3142.23051742053,121644.016490827,0,28963.3152465948,12122.3301564723,0,0,660.949355821986,6213.685725,26077.580298,405921.467930965,386.2565284284,1217.520412605,0,0,4121.15009165496,393.382508748882,98724.580406681
"1165",24013,254427.931777228,41249.6794,60748.4015043924,97.2045428888685,14602.5103449627,177.505263157895,857.472,0,153.921992481203,25604.62983,296806.221558,234747.652779592,2628.7944313428,6869.615174037,0,0,3720.80506584839,355.167756285528,89134.0792573327
"1166",24015,126979.98273151,15334.3244,32434.7576489766,0,12742.3835109602,498.493133205902,272.389879714037,1964.44483875357,172.922965181624,12149.11152,90261.94716,153715.994104772,1857.5313956136,3232.554196095,0,0,1856.98071634063,177.257250196151,44485.0679947951
"1167",24017,29394.5720413855,130.8246,40822.5672779864,73.0764535734038,2961.17537263551,9304.55403982932,0,0,82.3503044447165,2726.00406,48225.505482,67522.10446614,452.5076481912,1965.532953573,0,0,429.872112688462,41.0332471202622,10297.8399257134
"1168",24019,204792.438626122,0,103947.209348766,0,3527.91060394604,12485.7362019915,0,0,307.256305206179,360.794655,7069.947192,400322.580260289,191.2532325228,535.508978193,0,0,2994.92566623818,285.879268140917,71745.2102381036
"1169",24021,224785.31610154,102853.8802,94710.8589060574,395.602572715304,14327.5724295443,0,702.239327457729,0,594.138890977444,48938.375655,357570.015264,341701.579810485,5558.8439544372,11261.188801926,0,0,3287.30551333986,313.788253546078,78749.3418718752
"1170",24023,52382.0041722907,15452.5394,756.412428587759,1514.45695669473,608.073184395247,0,212.920792828233,0,135.169834075091,34768.34244,189653.049432,22787.2096560091,2010.0339731808,8507.142628362,0,0,766.044927229938,73.1224703264944,18351.0579162313
"1171",24025,140778.402531284,15270.2256,30697.5617872288,0,13859.7240663973,0,0,0,163.949665366793,7362.09747,98086.937256,128017.902183027,1706.278839174,4573.076670918,0,0,2058.77157292259,196.519104688065,49319.0869465189
"1172",24027,38037.0475511708,2279.7106,6458.87156575003,0,765.967954216887,0,0,0,56.5457304009391,7614.417915,60906.794256,27279.023123828,292.5049438584,2375.03981925,0,0,556.261406637661,53.097679724504,13325.5699854116
"1173",24029,332477.080156776,27238.8376,126629.793565481,0,9760.37705216245,997.333361951186,0,3930.25749984103,345.966334809916,11156.336685,19505.27502,397920.481032463,613.7603736516,1681.028183646,0,0,4862.21145408273,464.120184253351,116477.142296972
"1174",24031,98465.0079846491,2294.4218,52139.0998828452,0,0,444.930811023228,0,1753.36825543793,0,3857.90886,115962.006006,135538.371767949,631.260669438,4187.570207625,0,0,1439.97201077306,137.45187375561,34495.3785713362
"1175",24033,22685.9960532859,510.863334617706,13903.5168521869,0,752.094788079285,8393.28039829303,0,0,820.861825848406,1226.2302,28720.230462,22068.8703860118,147.5024930568,1825.530606333,0,0,331.76455292963,31.6684345978284,7947.61548435497
"1176",24035,444901.385959382,13745.5148,115000.408319516,0,16854.9424592202,1240.60166459292,0,4888.9209792826,195.68893314367,5239.77597,25923.139704,507257.501028271,255.0043100304,1559.526146577,0,0,6506.32703381821,621.05848959174,155862.900432341
"1177",24037,64124.7448355719,1007.7172,32788.2043597719,619.615345377995,2423.05248924441,1706.60916073969,0,0,0,5447.29185,52504.081938,111471.082182592,855.0144512784,2344.039299504,0,0,937.773120127944,89.5147069213037,22464.908033504
"1178",24039,108392.732563025,0,53476.4969400388,106.786095816249,7586.00071990611,346.903723426971,0,1367.06643208468,120.337907368445,174.948255710217,6479.70243933985,175291.026548497,365.0061692592,1059.517763577,0,0,1585.15704468636,151.310445174607,37973.3716644401
"1179",24041,216984.834284469,2338.76556526129,90273.6295910851,228.044084920004,16423.9740346095,6897.19887624466,0,2919.40079976378,0,1337.062545,9483.796476,324059.869109059,113.7519226116,875.514678633,0,0,3173.22970390229,302.899199008855,76016.5885940753
"1180",24043,136189.548584127,96138.7428,49680.9034405369,120.004351901545,13298.6626717846,2219.13561877667,9047.304,0,260.545716975167,27965.122965,187725.402018,168918.080392625,3210.0542556768,10906.682858379,0,0,1991.66325311764,190.113310524865,47711.4675763928
"1181",24045,182427.404495867,1891.34202157602,22742.5636341046,184.41752648811,1739.03094790723,3560.49971550499,0,2360.89734363734,1740.73293334688,2997.189585,26106.180408,172519.523544104,175.002957864,1039.017419874,0,0,2667.85492479701,254.658879185169,63910.0377755749
"1182",24047,230476.77305135,2063.86941664362,35718.1749075024,0,2533.04386637375,653.745314334639,0,2576.25737057756,0,329.692634289783,10646.0434286601,264463.051383163,77.5013099112,731.012255946,0,0,3370.53852043538,321.733222405196,80743.2376336754
"1183",24510,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1796",36003,63654.9567319586,60678.9714,13514.3703921611,4605.51052812991,389.570694085253,0,717.077802804161,6186.12975946979,322.384197541072,37675.922895,266364.264474,5827.77505905774,6545.1106241136,10030.668171363,0,0,930.902844747448,88.8589079077112,22300.3265358316
"1798",36007,9496.24076480547,41906.9548,0,60.9114486472261,0,0,0,2333.16104316277,101.671716114611,8352.51417,87830.93781,3070.97884123544,998.7668809524,4134.569319027,0,0,138.874928147204,13.2562431413239,3326.8307888381
"1802",36015,39579.4959136356,15480.911,208.485238172059,1293.94005390025,0,0,0,0,701.717883560253,15589.630485,89529.784344,8724.84935601205,1801.2804448716,4575.576712833,0,0,578.818480622347,55.2508549684967,13865.9379930825
"1803",36017,27166.2433244059,81731.224,0,1258.11178259461,162.920168039783,0,623.038787577266,5374.86834770744,280.106090001108,35244.68571,216805.993866,5717.79864888403,3447.5582699208,10860.18207876,0,0,397.28458693766,37.9226196622313,9517.18653171202
"1806",36023,39187.2973536339,81085.5074,1288.06998433201,505.819870037938,487.301517539885,0,0,4077.99369273445,195.106525604552,31257.079425,127545.050556,12063.7786539597,3057.5516781096,7714.129332924,0,0,573.082890277846,54.7033667992489,13728.5385444936
"1807",36025,15314.8025599904,38927.9368,404.718913163003,123.583301695118,29.9902796889152,0,0,0,246.694974243636,19798.90146,233359.737534,5035.03520433435,2981.300389326,12380.20756308,0,0,223.96674197538,21.3786435521953,5365.25536193018
"1816",36043,26715.8876411071,79829.8014,679.734741396483,1708.76425761081,476.197008573993,0,561.88190351274,4847.27647548861,252.611147449332,63488.068605,141976.666062,13362.2150594524,4256.321939478,9558.660257811,0,0,390.698495166421,37.2939472658856,9359.4128199629
"1820",36051,237432.224860032,225709.7384,86499.3407806401,3502.26441255668,0,0,0,0,980.940698028855,75255.162255,146564.123706,130827.41771324,4118.819615442,6403.607361081,0,0,3472.25644167238,331.442660341454,83179.9504130271
"1821",36053,98011.8028358717,112071.4978,7056.36253002149,2403.9039703433,4639.17204863529,0,852.405393738378,7353.58193032457,651.963639504165,75087.73467,203735.743596,40512.742850271,5195.0878063056,10660.678733943,0,0,1433.34424784757,136.819223658177,34336.6066025166
"1823",36057,52192.3512240288,78764.2902,1257.84035796749,2700.40327236976,92.4024833658469,372.1488362808,682.975120558822,0,784.669357346067,79660.158435,147044.605554,26755.1325436061,3276.3053754396,5687.595356625,0,0,763.271404504989,72.857724975476,18284.616543998
"1827",36065,109007.563130765,104077.5368,7000.31776241232,4443.72349051541,523.537904803625,525.097453800232,0,0,433.247032913402,72408.89331,161470.501038,56483.6893291911,4800.081129984,11323.189841418,0,0,1594.14845013113,152.168715694335,38188.7660834881
"1828",36067,125079.576107338,178732.6736,30454.1893032275,3350.96121569355,2710.14862615829,0,914.435254736419,0,1755.79232828693,53213.67441,54843.570936,63844.3113696365,4070.0687914656,5405.09062023,0,0,1829.18878899603,174.604384404166,43819.2959882513
