"","FIPS","1","2","3","4","5","6","7","8","9","10","11","12","13","14","15","16","17","18","19"
"2801",51029,33519.3930258028,11407.2085611515,19954.7364854264,0,0,0,0,5117.69829054222,0,2991.59635582929,102344.348567366,3666.67096147347,0,0,0,0,124.744923251879,22.6808951367054,4482.50728510589
"2802",51031,17108.0283976752,69842.0157001231,50694.7340507597,67.3191620775899,5885.34555792442,0,4301.85845250406,0,2221.3409120837,3456.42606848802,203934.975144199,5391.49297740159,0,0,0,0,63.6688047368916,11.5761463157985,2287.83563793489
"2803",51033,413077.767739226,2747.18506042776,229739.922970265,0,5819.02677705333,21771.3658011427,0,7107.58818788068,2196.30982092031,1713.31464601777,41283.6192115595,41535.3667809494,0,0,0,0,1537.29974746323,279.509044993315,55240.3828369149
"2805",51036,220741.19228975,0,126313.936798583,612.421255922694,0,0,0,3452.66441774185,0,1218.85312955533,332.676397504094,17985.4020951417,0,0,0,0,821.504824670185,149.364513576398,29519.4486904963
"2806",51037,42517.0143520858,10119.2607949763,62964.7418864201,1371.70819118139,6331.3153307387,6274.14835730288,4113.91318030728,0,1334.766925753,3194.21443570617,147105.261870222,13110.989083019,0,0,0,0,158.230242658846,28.7691350288812,5685.74814070972
"2807",51041,13852.5771437932,2680.68466629583,1882.73685986724,213.322622345248,984.621071690642,0,0,1202.65490550477,371.631376258128,166.861948133905,13562.3717683136,3574.10434371847,0,0,0,0,51.5533998874324,9.37334543407865,1852.48813774001
"2808",51043,92831.2052959847,58674.446352346,6605.89709457822,0,1246.70741637119,0,0,0,1282.28631191673,10342.4611066568,85313.9308303397,3763.25878664374,0,0,0,0,345.478260036296,62.8142290975085,12414.2031361991
"2809",51045,10536.0191247216,4484.38059641399,3202.69739104232,0,0,0,0,2011.86002599851,0,1969.56692350912,58295.5407034196,374.930537921054,0,0,0,0,39.210581649912,7.12919666362038,1408.96890484337
"2810",51047,304479.384400816,83596.4405649583,20640.7956172792,0,8249.20504338336,5524.48542728353,2094.74223546518,0,3113.54643065293,9040.34197568333,220114.565603568,24217.6033875457,0,0,0,0,1133.14275737693,206.025955886715,40717.6543349274
"2811",51049,15217.9168515038,5760.98610964789,11996.5588525622,0,0,0,0,2584.59276931169,798.662827989685,5011.81779930763,76010.3195116056,3175.6894207917,0,0,0,0,56.6346135275481,10.2972024595542,2035.07334093105
"2813",51053,174886.395813125,16000.7454708493,122687.624244504,0,5877.10720005223,3935.89356920083,0,7178.52990103488,2218.23145976526,2534.15118785432,61567.164394509,27390.4937325875,0,0,0,6716.88821886232,650.852776681019,118.336868487458,23387.3430433179
