"","1","2","3","4","5","6","7","8","9"
"...104",8254.54186043729,279384.190219069,32986.0496236649,390.097232101383,0,15558.3037354626,235362.746822335,4260.61235339168,128.555523746444
"...105",377.451063937898,769.855473785008,400.979334571957,2.32797599524873,0,361.667811855224,24.0844028981605,8.40712887235772,1.83824465530238
"...106",1501.57329551629,50756.0976184336,5994.33270027963,70.8764061469472,0,2828.25904249364,42755.2133283617,774.012700631954,23.3630519609765
"...107",162.229230450309,330.885439206627,172.341728740731,1.00056878970179,0,155.445556792956,10.351525061979,3.6134009877465,0.790081269603112
"...108",41.1820203921572,83.9955343870598,43.7490862017887,0.253995190551534,0,39.4599793881076,2.62774294748885,0.917264741682894,0.20056276458898
"...109",193.288651402402,394.234751255448,205.337227059447,1.19213159958883,0,185.206216879695,12.3333650392981,4.30520074562986,0.941345420156322
"...110",2379.06317664504,80470.3321887977,9502.22551337505,112.364131842523,0,4482.59281681932,67788.2553566468,1227.15920115951,37.0339202048823
"...111",50.6845443691391,103.377040487825,53.8439464501391,0.312603179311447,0,48.5651519050469,3.23408013362199,1.12891851966854,0.246841515880151
"...112",35.4148192134984,137.557885859915,2.62919560856969,0.0510649110155787,0,0.99636608693249,30.6736136294971,55.5103894231868,0.00681400612685856
"...113",31.3933077399065,64.0303130997682,33.3501978143357,0.193622097835662,0,30.0805852783547,2.00314463026192,0.699236561013914,0.15289023049261
"...114",50.4884521286772,102.97708748965,53.6356308733466,0.311393756230512,0,48.3772593321931,3.22156787713179,1.12455087338551,0.245886516550662
"...115",242.295485017222,943.14847397476,16.9023147690075,0.3441752781698,0,5.79485882826558,210.739425729181,381.479956113715,0.0414791710967815
"...116",105.574472327645,215.331451355437,112.155417499869,0.651143580642409,0,101.15983777116,6.73649744359458,2.3515053454339,0.514163895758932
"...117",40.3764522691783,82.3524842323937,42.8933032917222,0.249026749786611,0,38.6880963861138,2.57634124515074,0.899321978574239,0.19663952410027
"...118",110.842463868705,226.076134603714,117.751787319646,0.683634568276181,0,106.207546349987,7.07263752335829,2.46884157260496,0.539819823691684
"...119",111.075654641146,226.551754385328,117.999513951507,0.685072801129185,0,106.430986166354,7.0875169635088,2.47403553034694,0.540955498569995
"...120",22.4316273612798,45.7519206061322,23.8298944473819,0.13834982868141,0,21.4936407900566,1.43131760020513,0.49962922365484,0.10924547059534
"...121",94.4316632581504,192.604392472638,100.318025602403,0.582418931246025,0,90.4829692731871,6.02549692276641,2.1033167965132,0.459896704130552
"...122",96.5913277983735,197.009280222812,102.612312022482,0.595738928691459,0,92.5523266634006,6.16330082870575,2.15141992787357,0.470414602151272
"...123",86.6118226959436,176.654915477836,92.010738208961,0.534189100004948,0,82.9901181584387,5.52652842408295,1.9291421454157,0.421812879518102
"...124",163.224584862997,1058.60881110539,60.0312202284735,0.416070903815806,0,2.43004361368692,843.140660428103,99.0327454942244,0.011346703095666
"...125",34.8331497174461,72.7204644715752,36.7429184573329,0.21347513355371,0,33.0213781283003,4.14375292934659,0.995937296000572,0.167835045794231
"...126",57.780175863165,372.001625608024,21.6781830836976,0.149513575595258,0,1.4409815497703,295.323930311521,34.6969523249222,0.00697228111010855
"...127",995.292413765911,3879.81808148675,69.0366168516154,1.41144849163272,0,22.9868875116069,872.978603078125,1566.87259711962,0.166190668615386
"...128",59.0347487884354,120.409967376193,62.7143904494716,0.364102702537689,0,56.5658265134925,3.7688533845657,1.31513110617079,0.287506446513209
"...129",198.342100222746,1286.08797193498,72.9904100340912,0.505814887291876,0,3.01203264327474,1024.22105249588,120.302826299986,0.0140890518104791
"...130",29.2574922559557,59.6740682818048,31.0812470725146,0.180449192386557,0,28.0340796875423,1.86686248524705,0.651664629877153,0.142488481038989
"...131",176.834866290564,1146.87960593044,65.0368497568655,0.450764464834866,0,2.63266981421486,913.444908290536,107.290469279231,0.0122928339897141
"...132",456.786649674891,2961.99079745653,170.374639839321,1.17894438506106,0,6.99294062641573,2357.20142501936,276.810379211649,0.0327995340966265
"...133",102.818970512019,591.352928881338,368.089235293471,2.28618908004339,0,28.275190297456,205.69035485475,15.9104823634224,0.152472522722936
"...134",1318.93847088777,5141.97716629022,90.5589407216975,1.86794709589647,0,29.5532136841176,1155.70732786855,2085.76369379764,0.216165534564894
"...135",2439.52407257521,13826.6797388497,2822.10989282242,36.701387766002,0,3.40242351673274,11363.7621520229,87959.3911510133,5.55633041674815
"...136",246.397795125773,1598.03670002297,90.620909315964,0.628085244647744,0,3.6683039443751,1272.77395059541,149.496169069813,0.0171285632434939
"...137",132.704360263267,860.666946494066,48.8064018231656,0.338272712786373,0,1.97566673817446,685.487679738766,80.5153044007234,0.00922506236834015
"...138",65.9207872288965,427.535632907792,24.2445419548397,0.168036705656797,0,0.981410907855883,340.515469080615,39.9959145241372,0.00458254252045841
"...139",156.164230790725,1012.81820280514,57.4345423410134,0.398073566572916,0,2.32493096574791,806.670225534066,94.7490387932678,0.0108558962636217
"...140",64.8133774351735,420.243651227105,24.3175041582769,0.168157060442096,0,1.00381294834242,334.321920716747,39.2564439056999,0.0047168756471471
"...141",52.2095199661232,300.326741836051,186.69452238994,1.1595706601944,0,14.3402594264434,104.656707523959,8.10918037515546,0.077328400279093
"...142",205.911930125472,1335.06707893695,77.4574591478132,0.535465224383943,0,3.20537217618632,1061.94200230458,124.68936324215,0.015073861570151
"...143",54.101663869414,310.949373167862,194.605189887609,1.20860982249357,0,14.9526559762003,107.321814480447,8.24201191848761,0.0806345275096683
"...144",37.0755298554544,212.819104928364,134.554121086492,0.835560424758374,0,10.3435181686604,72.3720676677412,5.48041623748249,0.0557830099209606
"...145",118.808363068387,681.977832408466,431.178055518465,2.67754949685942,0,33.1457558874475,231.915954404462,17.5619683561424,0.178756395972636
"...146",432.347894658898,2804.03403159477,159.0101864947,1.1020850777141,0,6.43667889361569,2233.30382333869,262.317095507742,0.0300550508298024
"...147",78.6616966998026,510.168031934681,28.9304312955967,0.200514176642218,0,1.1710941330779,406.328954437439,47.7261669616378,0.00546823824488911
"...148",104.361102886963,630.854251004899,368.833647602862,2.29007525558074,0,28.3264072429329,205.065971313157,15.0982042034549,0.152740556617263
"...149",141.631888197003,918.56729122446,52.0897944317963,0.36102960703333,0,2.10857736716823,731.603047741441,85.9318757003006,0.00984566746240363
"...150",92.9865755311394,603.073417245346,34.1988775691282,0.237029296514686,0,1.38435906709594,480.32447299577,56.4174562103138,0.00646404501699392
"...151",56.6771240381925,367.584962432611,20.8448801870689,0.144473960488517,0,0.843793742387232,292.767096530446,34.3875354618306,0.00393996100107952
"...152",128.706566492866,834.738868846446,47.3360814148743,0.328082056343804,0,1.91614866233586,664.836976398579,78.0897354012078,0.00894715215653895
"...153",119.861365448965,777.37246311209,44.0829672331029,0.305535019107608,0,1.78446369388243,619.146869996814,72.7231140398414,0.00833227008990136
"...154",59.6178405431083,386.6572633711,21.9264255944858,0.151970052912911,0,0.887574336887946,307.957440914949,36.1717472547197,0.0041443875407323
"...155",271.305600193105,1557.33485725639,984.619416692058,6.11433534248807,0,75.6902036409834,529.593166499923,40.1037455813861,0.408200315577086
"...156",144.029247229006,934.115594789096,52.9715022219413,0.367140643186699,0,2.14426860210274,743.986665559939,87.3864179009985,0.0100123220210455
"...157",81.4538694351452,467.557433534269,295.611522038099,1.83570214663919,0,22.724410998166,158.999344676727,12.0403163595645,0.122553663414007
"...158",11.1240804281155,63.8538909381058,40.3713951152158,0.25070016271649,0,3.10345201987517,21.7143950369338,1.64433498976243,0.0167370416903655
"...159",133.989678465923,769.120860900173,486.273924902295,3.01968638314024,0,37.381115766343,261.550141414583,19.8060341250032,0.201597862318112
"...160",137.471807870769,790.948411716629,430.979479447757,2.68268546197796,0,33.1151695169905,234.126557482312,17.4692295686967,0.178448859736682
"...161",1888.35593647914,11019.0397570011,221.296569160404,1.99600663881573,0,15.5158719279208,345.267357887243,0.749340468247536,0.069757943419126
"...162",45.3502707035734,260.317359105082,164.584723113704,1.02204585071926,0,12.6520470726886,88.5245031670544,6.70356865854815,0.0682329992433949
"...163",20.3252653127836,116.670072906909,73.7642380479432,0.458064588268525,0,5.67044495022077,39.6752651227495,3.00443215472837,0.0305809379126746
"...164",57.1058398363102,327.796089968978,207.247910361295,1.28697769056405,0,15.9316749938933,111.471574943618,8.44124879979152,0.0859201646625972
"...165",81.4890266892395,473.05016597976,100.359302790569,0.641534122598869,0,7.67080940196857,60.6449906392054,3.8441888326795,0.0409588990849742
"...166",3052.32812966998,17811.1501435235,356.41001285566,3.21842882925423,0,24.9801173609888,557.437133930532,1.15697365217599,0.112216212343575
"...167",4.68836830617281,26.9119376144916,17.0149767036719,0.105660391870385,0,1.30798461803064,9.15177502866394,0.693023400949933,0.00705401370542733
"...168",6910.57952161914,40325.0509314537,807.918810858001,7.29271593335555,0,56.6324992285566,1262.55816842977,2.6611479674432,0.254476823420939
"...169",29.4155754220764,168.849817027177,106.754695417755,0.662930261280307,0,8.20650547695644,57.4197057528733,4.348140075315,0.044258014436955
"...170",43.4952504232564,249.669264331516,157.852503118769,0.980239798603481,0,12.1345241661381,84.9034718891324,6.42936399297105,0.0654419773725293
"...171",9596.18323715276,55996.2932952524,1120.50483929076,10.1183307269052,0,78.5340450388331,1752.51639904396,3.63702151970118,0.35279165951953
"...172",5872.84585324356,34269.6247819468,685.746826247618,6.19239912189125,0,48.0626858977736,1072.53669636267,2.22585023881559,0.215907823294434
"...173",0.639283774451991,70.4372079487335,162.071829725043,0.857514931140079,0,7.66532526753704,11.6144642297348,42.7207812073598,0.0108540043842573
"...174",560.314239375049,4846.98546863058,1674.38723439332,173.754197628167,0,43.8601285859232,4901.28403042341,5.4678125421202,0.151258181926363
"...175",0,0.284607791368281,0.70228372459457,0.00990043336391462,0,0.233515564945562,0.75828603723741,0.1872967978963,0.00131279752694201
"...176",0,0.879138184677014,2.16931671406481,0.00892955251108769,0,0.103145676775992,0.0815708121188527,0.578549751244517,0.000144675260897549
"...177",0.564542280532534,6.19254514797286,4.91700702798225,0.191278767824367,0,0.281073675850864,5.36437885125533,0.866935660743398,0.000894789329579159
"...178",177.772328459576,1417.73805423043,31.6541803755628,0.46344692916738,0,6.25650290320081,70268.050090327,18409.5786944075,0.00877556111045402
"...179",0.0821280666916983,47.396479994038,245.732511035119,1.3094042100404,0,16.6932925160454,6484.37451293185,8.67556101041103,0.0234145194009733
"...180",0.970053143129363,7.70333716055411,0,0.00160860056901873,0,0.0224074092688028,378.897422451617,100.455726204978,3.1429313213414e-05
"...181",84.5604427746997,671.507129019616,0,0.140223221095958,0,1.95327489284903,33028.8438686379,8756.81991993102,0.00273972272576471
"...182",0.368690268381577,4.03005774169137,2.71981452114615,0.0118069495596281,0,0.137836928349026,144.11066172019,38.905798341348,0.000193334264639328
"...183",0.914532979905178,7.26337744697767,0.00230520956715313,0.00152602261708556,0,0.021234547383037,357.211638735663,94.7068432964964,2.97842214885473e-05
"...184",19.6510383547738,156.051841169221,1.27581179414667e-05,0.0325865883191037,0,0.453923014983215,7675.58750190462,2035.00122224548,0.000636686215775401
"...185",0.00260244027229482,93.2006488762384,229.926190211492,0.946448869172938,0,10.9324852156491,9.66220095362183,61.5900719876859,0.0153342360074638
"...186",0,0.689544074883755,1.70148392232473,0.0715834558834892,0,1.92464014940234,6.80677467875933,0.453780258836888,0.0117767686250495
"...187",0,0,0,0.00110096389942111,0,0.0314323486123139,0.114952235823861,0,0.000198837669013687
"...188",0.00994174767442784,0.0789489058859317,1139.97063368723,1.64860049981742e-05,0,0.000229645984414242,2051.12569350106,1.02953687584528,3.22108436802058e-07
"...189",0.0539401294528174,0.428346639152712,109.320082046778,8.94467726281827e-05,0,0.00124597148643051,217.393703491076,5.58587425251058,1.74763747259836e-06
"...190",22.6729792778378,180.049521047889,0.0407092539654557,0.0375977003177609,0,0.523726694377449,8856.0141140664,2347.94414586198,0.000734594977864403
"...191",0.670311640557627,28.1972967359989,56.443341212658,0.233449123617415,0,2.69922574960563,263.942426924107,84.4686727106301,0.00378601606729167
"...192",43.5462697696101,345.958066819894,0.371668835369047,0.0737409476764369,0,1.02355403543866,17008.9474447325,4509.6171675394,0.00143566799645349
"...193",0.656391172448262,68.0116592595625,121.856068997228,0.514642828559056,0,30.0830961502582,264.116835897338,96.0061466029273,0.0421954649015179
"...194",0.629776531096863,1022.42370675632,845.99825475635,4.08485043206773,0,1260.7942300126,436.301722077308,66.2655420143388,1.76844549733201
"...195",0,9.43509870039392,9.72770240758193,0.0725114917927474,0,11.1883197983078,4.53524856022106,0.765681889029803,0.0195687135857286
"...196",87.2488584453853,703.208951137052,9.70708689057,0.190360195713667,0,14.090921103353,34080.7973453365,9035.67590861301,0.0197643541700904
"...197",0.000131018152171636,161.012633000085,133.874182186251,0.646228229581064,0,199.529385409243,30.1677604501841,0.175871033495278,0.279865979778312
"...198",0.0746759671133065,3.67424203498268,4.89138656884405,0.0251212245517399,0,3.35571648538427,102.303714369601,7.73771073552543,0.00470682992439465
"...199",0.0174592047265181,0.629691327430778,2.58140119360575,0.0137827121064959,0,0.175745122504951,74.6003415553903,1.80981411574174,0.000246505449812452
"...200",21.6191742380001,184.370129453006,61.0848014628461,0.360782372744145,0,6.15078459097942,10020.7671534153,2238.85829304712,0.00862727739289699
"...201",0.0283456037218234,65.7845238912718,344.642802555885,1.83631115162359,0,23.4105376207539,9060.49402713968,3.17469504051069,0.0328363315254607
"...202",4.49048763067667,45.9342836563791,1.94994705646104,0.00760427779532844,0,0.0303431527139491,0.184668570601501,0.538164836517813,4.25602281410069e-05
"...203",233.342283270171,2382.16260662175,108.983776836425,1.32191943365715,0,1.790810514349,35.7600155673916,27.6293077470106,0.00299316201452845
"...204",120.439901383297,1041.56547835184,359.177429451419,37.345557118558,0,9.39290207915506,1053.50654448043,0.979775892817843,0.032464145954109
"...205",4747.92082458615,6597.72810603994,1582.64923443348,1.59568933717958,0,27.5218057745034,120.116700045436,0.186431330189737,0.0389101620846698
"...206",0,31.8929390033624,78.6973957524795,0.323941876859858,0,3.74186770090733,2.9591854622002,20.9883409098318,0.0052484573546265
"...207",0,0.836392554194176,2.06383976826052,0.0283353877580921,0,0.664559708210579,2.14911079791334,0.550419390951133,0.0037208112578515
"...208",0,37.5893053210967,92.7534598364629,0.381800815355731,0,4.41019899312909,3.48772265323893,24.7370477383649,0.00618587913603736
"...209",0,3.64085373698577,8.98398568367299,0.2937975610954,0,7.75924639883267,27.1521979540934,2.3959999242038,0.0469811087732893
"...210",9563.88186140725,8995.47899630447,1729.54433166627,273.611665390885,0,18.5522050495647,78.1630684559047,32171.4604291395,8.29145090368443
"...211",31.9807712404649,0.0591264430127251,263.507937794387,0.891934684354593,0,3.63862590121709,1.69918983265481,71.9152531162872,0.302443257512779
"...212",49.820504734791,374.277589177982,370.109545485941,0.894726086994432,0,26.7266666423812,89.0518908662668,376.251545951918,1.68756491608877
"...213",1299.15130944202,139.242045394459,840.238060643875,4.34299900275981,0,24.8243571445929,58.8206521653884,5.25647528700892,0.137366699823442
