"source_desc" "sector_desc" "group_desc" "commodity_desc" "class_desc" "prodn_practice_desc" "util_practice_desc" "statisticcat_desc" "unit_desc" "short_desc" "domain_desc" "domaincat_desc" "agg_level_desc" "state_ansi" "state_fips_code" "state_alpha" "state_name" "asd_code" "asd_desc" "county_ansi" "county_code" "county_name" "region_desc" "zip_5" "watershed_code" "watershed_desc" "congr_district_code" "country_code" "country_name" "location_desc" "year" "freq_desc" "begin_code" "end_code" "reference_period_desc" "week_ending" "load_time" "Value" "CV (%)"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "15" "15" "HI" "HAWAII" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "HAWAII" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 386 "27.5"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "16" "16" "ID" "IDAHO" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "IDAHO" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 1414995 "10.4"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "17" "17" "IL" "ILLINOIS" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "ILLINOIS" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 499566 "4.5"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "18" "18" "IN" "INDIANA" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "INDIANA" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 482356 "5.7"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "19" "19" "IA" "IOWA" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "IOWA" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 962640 "2.6"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "20" "20" "KS" "KANSAS" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "KANSAS" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 2221893 "4.6"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "21" "21" "KY" "KENTUCKY" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "KENTUCKY" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 1923652 "4.3"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "22" "22" "LA" "LOUISIANA" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "LOUISIANA" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 427802 "6.4"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "23" "23" "ME" "MAINE" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "MAINE" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 114566 "16.6"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "24" "24" "MD" "MARYLAND" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "MARYLAND" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 145608 "9.2"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "25" "25" "MA" "MASSACHUSETTS" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "MASSACHUSETTS" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 57965 "11.4"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "26" "26" "MI" "MICHIGAN" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "MICHIGAN" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 761275 "5.8"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "27" "27" "MN" "MINNESOTA" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "MINNESOTA" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 1210924 "5.3"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "28" "28" "MS" "MISSISSIPPI" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "MISSISSIPPI" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 614301 "4.5"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "29" "29" "MO" "MISSOURI" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "MISSOURI" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 3147654 "2.8"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "30" "30" "MT" "MONTANA" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "MONTANA" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 2628771 "5.7"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "31" "31" "NE" "NEBRASKA" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "NEBRASKA" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 2283451 "3.3"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "32" "32" "NV" "NEVADA" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "NEVADA" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 507054 "17.8"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "33" "33" "NH" "NEW HAMPSHIRE" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "NEW HAMPSHIRE" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 42072 "8.0"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "34" "34" "NJ" "NEW JERSEY" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "NEW JERSEY" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 93364 "12.3"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "35" "35" "NM" "NEW MEXICO" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "NEW MEXICO" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 293711 "4.9"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "36" "36" "NY" "NEW YORK" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "NEW YORK" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 1125001 "4.6"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "37" "37" "NC" "NORTH CAROLINA" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "NORTH CAROLINA" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 613269 "3.6"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "38" "38" "ND" "NORTH DAKOTA" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "NORTH DAKOTA" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 2411958 "8.1"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "39" "39" "OH" "OHIO" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "OHIO" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 940830 "2.2"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "40" "40" "OK" "OKLAHOMA" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "OKLAHOMA" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 2770621 "2.9"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "41" "41" "OR" "OREGON" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "OREGON" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 977583 "5.2"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "42" "42" "PA" "PENNSYLVANIA" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "PENNSYLVANIA" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 1211657 "2.4"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "44" "44" "RI" "RHODE ISLAND" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "RHODE ISLAND" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 5319 "11.5"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "45" "45" "SC" "SOUTH CAROLINA" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "SOUTH CAROLINA" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 329496 "5.0"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "46" "46" "SD" "SOUTH DAKOTA" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "SOUTH DAKOTA" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 2697358 "6.2"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "47" "47" "TN" "TENNESSEE" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "TENNESSEE" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 1522477 "3.6"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "48" "48" "TX" "TEXAS" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "TEXAS" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 4165152 "3.3"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "49" "49" "UT" "UTAH" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "UTAH" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 714852 "7.4"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "50" "50" "VT" "VERMONT" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "VERMONT" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 142177 "10.2"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "51" "51" "VA" "VIRGINIA" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "VIRGINIA" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 1105331 "3.7"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "53" "53" "WA" "WASHINGTON" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "WASHINGTON" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 683909 "5.8"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "54" "54" "WV" "WEST VIRGINIA" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "WEST VIRGINIA" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 519993 "2.0"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "55" "55" "WI" "WISCONSIN" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "WISCONSIN" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 1347477 "4.8"
"CENSUS" "CROPS" "FIELD CROPS" "HAY" "ALL CLASSES" "ALL PRODUCTION PRACTICES" "ALL UTILIZATION PRACTICES" "AREA HARVESTED" "ACRES" "HAY - ACRES HARVESTED" "TOTAL" "NOT SPECIFIED" "STATE" "56" "56" "WY" "WYOMING" "" "" "" "" "" "" "" "00000000" "" "" "9000" "UNITED STATES" "WYOMING" "2017" "ANNUAL" "00" "00" "YEAR" "" "2018-02-01 00:00:00" 1133181 "9.9"
