"","FIPS","LRS","AtmDep2019"
"37",24019,"N24019EL0_5281_0000",7932.79645907365
"38",24019,"N24019EL0_5283_0000",1994.8826340447
"39",24045,"N24045EL0_5400_0001",55382.5082367029
"40",10005,"N10005EL0_5400_0001",17461.8850589113
"41",24045,"N24045EL1_5430_0001",38379.6260830801
"42",24047,"N24047EL1_5430_0001",843.941910418751
"43",24039,"N24039EL1_5570_0001",68596.0817423071
"44",24045,"N24045EL1_5570_0001",6322.57868967281
"45",24047,"N24047EL1_5570_0001",2718.15944915028
"46",24047,"N24047EL1_5660_0000",81278.8186621956
"47",24039,"N24039EL0_5761_0000",68876.45828524
"48",24045,"N24045EL0_5761_0000",20839.3987864712
"49",24039,"N24039EL0_5762_0000",2192.1769418117
"50",24045,"N24045EL0_5762_0000",61430.7026350379
"51",24039,"N24039EL0_5763_0000",1986.25788695472
"52",24047,"N24047EL3_5870_0000",725.661434354314
"53",24039,"N24039EL0_5891_0000",44037.4989718308
"54",24039,"N24039EL0_5892_0000",2342.69572210168
"55",24039,"N24039EL0_5893_0000",20532.4879029849
"56",24047,"N24047EL3_5972_0000",13504.1924101281
"57",51001,"N51001EL3_5972_0000",15948.2166911608
"58",24039,"N24039EL1_6000_0001",7441.84281870735
"59",24039,"N24039EL0_6001_0000",14431.3070260043
"60",24039,"N24039EL0_6002_0000",376.372602149702
"61",24039,"N24039EL0_6003_0000",1929.09525827995
"62",24039,"N24039EL0_6011_0000",18500.2827193844
"63",51001,"N51001EL0_6480_0000",12367.0481865365
"64",51001,"N51001EL0_6550_0000",6387.54400025599
"65",51001,"N51001EL0_6610_0000",18420.7664045793
"66",51131,"N51131EL0_6610_0000",10611.2412870029
"67",51131,"N51131EL0_6920_0000",1889.64646406689
"68",51131,"N51131EL0_7060_0000",29487.7590226137
"69",51131,"N51131EL0_7220_0000",3783.01568032453
"70",24035,"N24035EM2_3980_0001",15272.8288831528
"71",10001,"N10001EM2_3980_0001",18983.3615589722
"72",24011,"N24011EM2_3980_0001",12776.6733472232
"73",24035,"N24035EM2_4100_0001",13163.3553901688
"74",24011,"N24011EM2_4100_0001",10900.7260125247
"75",24035,"N24035EM2_4101_0000",34764.7800999754
"76",24041,"N24041EM2_4101_0000",14199.5609046912
"77",24011,"N24011EM2_4101_0000",9130.40751059206
"78",24011,"N24011EM3_4320_0000",278.300562185813
"79",24011,"N24011EM3_4321_0000",25117.4774273338
"80",24011,"N24011EM0_4322_0000",19118.1270357722
"81",24019,"N24019EM0_4322_0000",14794.9347499247
"82",24011,"N24011EM0_4323_0000",8215.34275944107
"83",24041,"N24041EM0_4324_0000",19814.8137325541
"84",24011,"N24011EM0_4324_0000",5238.14358023022
"85",24011,"N24011EM3_4325_0000",46147.4972921205
"86",10001,"N10001EM3_4326_0000",11596.3179008476
"87",24041,"N24041EM4_4740_0000",4977.16071552469
"88",24011,"N24011EM4_4740_0000",12365.9599429482
"89",24041,"N24041EM0_4870_0000",56013.1912438759
"90",24041,"N24041EM0_4871_0000",14370.6104949224
"91",24041,"N24041EM0_4875_0000",13155.4667687341
"92",24041,"N24041EM0_4874_0000",14844.4532115385
"93",24019,"N24019EM0_4880_0000",890.310555990764
"94",24019,"N24019EM0_4881_0000",369.096744224151
"95",24041,"N24041EM0_4882_0000",1904.34100052691
"96",24019,"N24019EM0_4883_0000",34187.8029698975
"97",24019,"N24019EM0_4884_0000",20019.4117685777
"98",24019,"N24019EM0_4885_0000",1907.71716668586
"99",24019,"N24019EM0_4886_0000",45732.5996382938
"100",24019,"N24019EM0_5261_0000",15205.5306038534
"101",24019,"N24019EM0_4888_0000",33193.2259892542
"102",24015,"N24015EU1_2650_0001",35198.9863184061
"103",42029,"N42029EU1_2650_0001",47278.7737262812
"104",24015,"N24015EU1_2810_0001",9095.34263470142
"105",42029,"N42029EU1_2810_0001",2500.41124291849
"106",24015,"N24015EU0_2940_0000",258.64592314089
"107",24015,"N24015EU0_2941_0000",22462.2766071416
"108",24015,"N24015EU1_2980_0000",12644.2843349588
"109",42029,"N42029EU1_2980_0000",10903.3630004107
"110",24015,"N24015EU1_2981_0000",1535.95202871605
"111",10003,"N10003EU1_2981_0000",76576.7674642923
"112",24015,"N24015EU1_2982_0000",40851.0417088506
"113",24015,"N24015EU1_2983_0000",38942.8786564983
"114",10003,"N10003EU1_2983_0000",93970.3640668361
"115",24015,"N24015EU1_2984_0000",42295.3497241891
"116",24015,"N24015EU0_2985_0000",47187.166704332
"117",24015,"N24015EU0_3050_0000",64098.6393817838
"118",24015,"N24015EU0_3200_0000",25672.5563964079
"119",24015,"N24015EU0_3202_0000",14020.6227467823
"120",24015,"N24015EU0_3203_0000",17964.3013760556
"121",24015,"N24015EU0_3300_0000",6735.38350706609
"122",24015,"N24015EU0_3360_0000",3944.93279061351
"123",24029,"N24029EU0_3360_0000",4358.4951130294
"124",24015,"N24015EU0_3361_0000",10964.1774947247
"125",24029,"N24029EU0_3361_0000",10308.3998870143
"126",10003,"N10003EU0_3361_0000",5540.46265975219
"127",24015,"N24015EU0_3362_0000",11316.0599549278
"128",24029,"N24029EU0_3362_0000",6628.62854435531
"129",24015,"N24015EU0_3363_0000",7308.10214632438
"130",24029,"N24029EU0_3363_0000",9044.21416493434
"131",24029,"N24029EU2_3520_0001",33002.208149438
"132",24035,"N24035EU2_3520_0001",18908.8880866437
"133",10003,"N10003EU2_3520_0001",9940.46526058529
"134",10001,"N10001EU2_3520_0001",31364.4251951213
"135",24029,"N24029EU0_3570_0000",14940.5345392511
"136",24029,"N24029EU0_3571_0000",3867.99535668585
"137",24029,"N24029EU0_3572_0000",30668.9617714609
"138",24029,"N24029EU0_3573_0000",43396.674449903
"139",24029,"N24029EU0_3700_0000",773.446354033327
"140",24035,"N24035EU0_3700_0000",14487.79015491
"141",24029,"N24029EU0_3720_0000",8278.22484401283
"142",24035,"N24035EU0_3720_0000",11378.4290997021
"143",24035,"N24035EU0_3721_0000",9943.07086747025
"144",24035,"N24035EU0_3722_0000",34771.7044129762
"145",24029,"N24029EU0_3724_0000",36799.3514529765
"146",24029,"N24029EU0_3725_0000",25463.7387132168
"147",24035,"N24035EU0_3830_0001",37877.6086181907
"148",24029,"N24029EU0_4010_0000",33875.7356930286
"149",24029,"N24029EU0_4011_0000",56580.7968546445
"150",24029,"N24029EU0_4012_0000",20189.6261388755
"151",24029,"N24029EU0_4013_0000",127701.007407969
"152",24029,"N24029EU0_4014_0000",45495.6328007595
"153",24029,"N24029EU0_4015_0000",6830.38335368267
"154",24035,"N24035EU0_4030_0000",9679.34984092951
"155",24029,"N24029EU0_4122_0000",1488.58961792235
"156",24035,"N24035EU0_4122_0000",45080.5246698959
"157",24035,"N24035EU0_4121_0000",217.194482534612
"158",24035,"N24035EU0_4260_0000",5459.65049490487
"159",24035,"N24035EU0_4470_0000",145921.554515158
"160",24041,"N24041EU0_4470_0000",70405.9686137937
"161",24035,"N24035EU0_4471_0000",878.809284458523
"162",24035,"N24035EU0_4472_0000",44326.0396916858
"163",24035,"N24035EU0_4473_0000",1172.05496914009
"164",24035,"N24035EU0_4474_0000",24936.5478247592
"165",24041,"N24041EU0_4474_0000",6269.08925496004
"166",24035,"N24035EU0_4475_0000",5473.10914113386
"167",24041,"N24041EU0_4475_0000",15988.9248085266
"168",24035,"N24035EU0_4491_0000",12607.8436808237
"169",24035,"N24035EU0_4610_0000",6829.73947219617
"170",24041,"N24041EU0_4700_0000",11478.1008296633
"171",24041,"N24041EU0_4873_0000",17744.8993767874
"172",51007,"N51007JA4_7280_7340",11281.5688202262
"173",51049,"N51049JA4_7280_7340",3820.61554478447
"174",51135,"N51135JA4_7280_7340",11778.5155288419
"175",51145,"N51145JA4_7280_7340",13204.8252261435
"176",51147,"N51147JA4_7280_7340",5465.81180019353
"177",51041,"N51041JA2_7290_0001",3856.32907265329
"178",51570,"N51570JA2_7290_0001",13383.8593517954
"179",51145,"N51145JA0_7291_7290",4918.26080328796
"180",51041,"N51041JA0_7291_7290",8866.95862904875
"181",51007,"N51007JA4_7340_7470",3602.80299120263
"182",51145,"N51145JA4_7340_7470",172.271734660306
"183",51041,"N51041JA4_7340_7470",12538.7133093166
"184",51007,"N51007JA2_7410_7470",48620.9128835504
"185",51135,"N51135JA2_7410_7470",24011.104530924
"186",51147,"N51147JA2_7410_7470",6296.0763678563
"187",51670,"N51670JA5_7460_0000",5005.46243824923
"188",51149,"N51149JA5_7460_0000",7577.14671890448
"189",51041,"N51041JA5_7460_0000",18451.9342251748
"190",51007,"N51007JA4_7470_7480",37402.1112616188
"191",51041,"N51041JA4_7470_7480",11394.776782013
"192",51007,"N51007JA5_7480_0001",12343.8412772209
"193",51053,"N51053JA5_7480_0001",4444.50881367177
"194",51135,"N51135JA5_7480_0001",3492.28162058089
"195",51041,"N51041JA5_7480_0001",11199.8973234972
"196",51053,"N51053JA5_7520_0000",12359.1618574636
"197",51730,"N51730JA5_7520_0000",12857.5642321664
"198",51149,"N51149JA5_7520_0000",27757.0493039013
"199",51041,"N51041JA5_7520_0000",29188.4954559983
"200",51570,"N51570JA5_7520_0000",47376.5413440484
"201",51011,"N51011JA2_7550_7280",11426.1048088361
"202",51029,"N51029JA2_7550_7280",22265.54483058
"203",51049,"N51049JA2_7550_7280",13371.1057032331
"204",51147,"N51147JA2_7550_7280",14133.4782228409
"205",51007,"N51007JA2_7570_7480",11094.5767181172
"206",51135,"N51135JA2_7570_7480",22463.5162962749
"207",51007,"N51007JA1_7600_7570",11121.876810424
"208",51135,"N51135JA1_7600_7570",9171.35261817083
"209",51147,"N51147JA1_7640_7280",16138.9777904937
"210",51036,"N51036JB3_6820_7053",4740.4800143056
"211",51085,"N51085JB3_6820_7053",17544.4960380665
"212",51127,"N51127JB3_6820_7053",36105.5616651869
"213",51760,"N51760JB3_6820_7053",4112.15230751132
"214",51087,"N51087JB3_6820_7053",3359.57878480651
"215",51036,"N51036JB0_7050_0000",14338.9888267975
"216",51095,"N51095JB0_7050_0000",37432.9411658874
"217",51127,"N51127JB0_7050_0000",88195.9790856407
"218",51095,"N51095JB0_7051_0001",9139.92581427949
"219",51095,"N51095JB0_7052_0001",7777.29323569819
"220",51127,"N51127JB0_7052_0001",34207.1214057772
"221",51036,"N51036JB3_7053_0001",69089.3187552411
"222",51127,"N51127JB3_7053_0001",18936.1751987205
"223",51760,"N51760JB0_7071_0000",15061.4426825206
"224",51041,"N51041JB0_7071_0000",14374.2684867011
"225",51087,"N51087JB0_7071_0000",4259.36333007661
"226",24025,"N24025WU0_3162_0000",88519.9435906172
"227",24025,"N24025WU1_3240_3331",1954.69148930184
"228",24025,"N24025WU0_3250_0001",147268.036276214
"229",24025,"N24025WU0_3251_0000",41538.6756030192
"230",51095,"N51095JB0_7072_0000",6823.22424022793
"231",51181,"N51181JB0_7072_0000",8758.24319766204
"232",51199,"N51199JB0_7072_0000",13476.8587014622
"233",51830,"N51830JB0_7072_0000",1666.52505085146
"234",51036,"N51036JB0_7073_0000",23699.9402933464
"235",51041,"N51041JB0_7073_0000",323.030888643153
"236",51087,"N51087JB0_7073_0000",9153.52723321923
"237",51036,"N51036JB0_7074_0000",19325.7790391654
"238",51670,"N51670JB0_7074_0000",2670.15561060424
"239",51149,"N51149JB0_7074_0000",18698.0361012116
"240",51041,"N51041JB0_7074_0000",14039.5499265547
"241",51036,"N51036JB0_7270_0000",19865.5012863445
"242",51181,"N51181JB0_7270_0000",17689.9835045177
"243",51149,"N51149JB0_7270_0000",16479.9407601753
"244",51023,"N51023JU1_7560_7500",5578.54015454393
"245",51045,"N51045JU1_7560_7500",20392.6437987353
"246",51045,"N51045JU1_7630_7490",8339.6220838301
"247",51045,"H51045JU1_7630_7490",1311.6202419253
"248",51071,"N51071JU1_7630_7490",5994.58632552275
"249",51045,"N51045JU1_7690_7490",5458.69140701433
"250",51121,"N51121JU1_7690_7490",4205.98230388771
"251",51161,"N51161JU1_7690_7490",526.77595373269
"252",51023,"N51023JU1_7750_7560",17243.6578265855
"253",51161,"N51161JU1_7750_7560",10995.7440883865
"254",24031,"N24031PL1_4460_4780",498.945965859305
"255",11001,"N11001PL1_4460_4780",18681.4167293838
"256",24033,"N24033PL0_4510_0001",4036.15961868924
"257",24031,"N24031PL0_4510_0001",42386.0058538191
"258",11001,"N11001PL0_4510_0001",34080.2359925022
"259",24033,"N24033PL1_4540_0001",66818.1144979467
"260",24031,"N24031PL1_4540_0001",10541.6363353855
"261",24031,"N24031PL1_4780_0001",91072.5718201876
"262",11001,"N11001PL1_4780_0001",66156.0824454814
"263",24033,"N24033PL2_4810_0000",3612.59851774395
"264",11001,"N11001PL2_4810_0000",735.365017893546
"265",24017,"N24017PL2_5800_0000",50174.8078187728
"266",24037,"N24037PL0_5830_0001",140025.258842368
"267",51179,"N51179PL0_5850_0000",78806.3231321505
"268",24017,"N24017PL0_5860_0000",147306.36543146
"269",24037,"N24037PL1_5910_0001",21904.2378677463
"270",51099,"N51099PL0_5920_0000",35769.3204621982
"271",51103,"N51103RL0_6450_0000",4117.75066418485
"272",51133,"N51133RL0_6450_0000",796.518637553256
"273",51057,"N51057RL0_6500_0000",36752.1873961437
"274",51103,"N51103RL0_6500_0000",3703.01887425841
"275",51119,"N51119RL0_6500_0000",49289.5031022251
"276",51159,"N51159RL0_6500_0000",20888.2856973724
"277",51057,"N51057RL0_6501_0000",63548.9890169549
"278",51133,"N51133RL0_6501_0000",12818.1388952052
"279",51159,"N51159RL0_6501_0000",7811.49837340752
"280",51193,"N51193RL0_6501_0000",2457.52635128265
"281",51103,"N51103RL0_6530_0000",16266.0621948456
"282",51133,"N51133RL0_6530_0000",54902.835381397
"283",51057,"N51057RL0_6540_0001",44035.7000261689
"284",42013,"N42013SW3_1920_1750",2092.17238536478
"285",42027,"N42027SW3_1920_1750",81191.661270436
"286",42033,"N42033SW3_1920_1750",100874.159297426
"287",42033,"N42033SW4_1940_1860",20824.9766896904
"288",42021,"N42021SW2_1950_1940",16068.1938408535
"289",42033,"N42033SW2_1950_1940",3409.3330134681
"290",42063,"N42063SW2_1950_1940",24971.7631439067
"291",42065,"N42065SW2_1950_1940",44263.0564707575
"292",42021,"N42021SW2_2020_1940",14186.0018709882
"293",42033,"N42033SW2_2020_1940",7590.57668833941
"294",24003,"N24003WL0_4390_0000",14745.8492934878
"295",24003,"N24003WL0_4391_0000",36450.8771307031
"296",24003,"N24003WL0_4392_0000",13805.1330020603
"297",24037,"N24037XL0_4956_0000",9341.83346896167
"298",24009,"N24009XL0_5320_0001",37680.7944895007
"299",24017,"N24017XL0_5340_0000",4709.09184337688
"300",24033,"N24033XL0_5340_0000",2914.05722057365
"301",24037,"N24037XL0_5340_0000",14780.3379657502
"302",24009,"N24009XL0_5341_0000",41157.7283280935
"303",51810,"N51810JB0_7660_0000",17217.3133849207
"304",51800,"N51800JB0_7760_0000",11383.5371283471
"305",51093,"N51093JB2_7800_0001",32814.0687879446
"306",51800,"N51800JB2_7800_0001",1390.72181055278
"307",51093,"N51093JB1_8090_0001",26058.50350306
"308",51800,"N51800JB1_8090_0001",8414.81868010893
"309",51003,"N51003JL2_6240_6520",30607.1890702208
"310",51003,"H51003JL2_6240_6520",35671.5718657025
"311",51079,"N51079JL2_6240_6520",58598.3576029978
"312",51079,"H51079JL2_6240_6520",3763.50411091384
"313",51079,"L51079JL2_6240_6520",20712.0541105105
"314",51137,"N51137JL2_6240_6520",37070.3704561616
"315",51003,"N51003JL2_6440_6441",20257.7950622485
"316",51003,"H51003JL2_6440_6441",13179.7814241823
"317",51003,"N51003JL2_6441_6520",2950.34809101392
"318",51003,"N51003JL4_6520_6710",14302.4465612679
"319",51065,"N51065JL4_6520_6710",4816.78863950536
"320",51109,"N51109JL4_6520_6710",16521.7258738517
"321",51540,"N51540JL4_6520_6710",17385.9914080282
"322",51003,"N51003JL1_6560_6440",22076.7976104622
"323",51003,"H51003JL1_6560_6440",11776.4210668511
"324",51125,"N51125JL1_6560_6440",5623.73401946257
"325",51065,"N51065JL4_6710_6740",13825.761947486
"326",51109,"N51109JL4_6710_6740",6413.11398410397
"327",51049,"N51049JL6_6740_7100",17695.1663288048
"328",51065,"N51065JL6_6740_7100",26597.5160348147
"329",51075,"N51075JL6_6740_7100",6425.75162000791
"330",51109,"N51109JL6_6740_7100",9115.85292046112
"331",51003,"N51003JL1_6760_6910",11535.8670482542
"332",51065,"N51065JL1_6760_6910",8771.67233662957
"333",51003,"N51003JL1_6770_6850",4970.77530487972
"334",51125,"N51125JL1_6770_6850",13415.3193154683
"335",51125,"H51125JL1_6770_6850",10801.022633237
"336",51075,"N51075JL7_6800_7070",6148.06934962687
"337",51085,"N51085JL7_6800_7070",1606.78115437503
"338",51109,"N51109JL7_6800_7070",5161.62221365851
"339",51145,"N51145JL7_6800_7070",17438.1722874713
"340",51760,"N51760JL7_6800_7070",1174.02375138424
"341",51041,"N51041JL7_6800_7070",3071.45063244346
"342",51087,"N51087JL7_6800_7070",40460.7472201542
"343",51003,"N51003JL2_6850_6890",44372.2376190543
"344",51125,"N51125JL2_6850_6890",68264.1742483675
"345",51003,"N51003JL6_6890_6990",19900.6711058388
"346",51029,"N51029JL6_6890_6990",319.167535704334
"347",51065,"N51065JL1_6910_6960",25830.2527538047
"348",51125,"N51125JL1_6940_7200",89614.6564671738
"349",51125,"H51125JL1_6940_7200",25375.5451441364
"350",51029,"N51029JL6_6960_6970",3018.97033808408
"351",51065,"N51065JL6_6960_6970",27643.0556827871
"352",51029,"N51029JL6_6970_6740",31363.3599808231
"353",51049,"N51049JL6_6970_6740",47181.7804663404
"354",51065,"N51065JL6_6970_6740",60924.3797920304
"355",51029,"N51029JL6_6990_6960",20991.0222427699
"356",51065,"N51065JL6_6990_6960",7509.1221681164
"357",51029,"N51029JL3_7020_7100",17060.008132812
"358",51049,"N51049JL3_7020_7100",4282.33277980114
"359",51049,"N51049JL7_7030_6800",40578.8424208052
"360",51075,"N51075JL7_7030_6800",9636.43689630451
"361",51145,"N51145JL7_7030_6800",27489.2612710546
"362",51760,"N51760JL7_7070_0001",42952.2194109017
"363",51041,"N51041JL7_7070_0001",5309.61127125905
"364",51087,"N51087JL7_7070_0001",2926.25477237534
"365",51009,"N51009JL1_7080_7190",57654.247768734
"366",51009,"H51009JL1_7080_7190",29953.3756934657
"367",51125,"N51125JL1_7080_7190",7383.95805800788
"368",51125,"N51125JL3_7090_7150",28627.3454712521
"369",51061,"N51061PL2_5140_5360",17767.5261368471
"370",51153,"N51153PL2_5140_5360",3696.69893542306
"371",51683,"N51683PL2_5140_5360",8735.47176486127
"372",51061,"N51061PL0_5141_5140",12096.7161432901
"373",51153,"N51153PL0_5141_5140",11176.8088760112
"374",24017,"N24017PL1_5230_0001",11878.5823765519
"375",24033,"N24033PL1_5230_0001",122650.315541759
"376",51059,"N51059PL3_5250_0001",23401.319590929
"377",51153,"N51153PL3_5250_0001",15025.6586228328
"378",51059,"N51059PL0_5251_0000",9510.75957856616
"379",51153,"N51153PL0_5251_0000",3930.22906740811
"380",24017,"N24017PL0_5290_0000",36882.2844666152
"381",24033,"N24033PL0_5290_0000",30241.3526905075
"382",24017,"N24017PL2_5300_5630",17697.6120872346
"383",24033,"N24033PL2_5300_5630",3833.36223814935
"384",24009,"N24009XL0_5342_0000",1094.96314236062
"385",24009,"N24009XL0_5343_0000",40414.9860550309
"386",24037,"N24037XL0_5344_0000",5593.50727848466
"387",24009,"N24009XL0_5345_0000",3545.33448858899
"388",24009,"N24009XL0_5346_0000",73094.8700543678
"389",51153,"N51153PL0_5496_0000",11974.2011904542
"390",51059,"N51059PL0_5253_0000",15650.5726125904
"391",51059,"N51059PL7_4983_0000",14544.9439061137
"392",51059,"N51059PL7_4982_0000",9816.76937813108
"393",51510,"N51510PL7_4963_0000",31338.8489304372
"394",11001,"N11001PL7_4942_0000",25299.4434082171
"395",51510,"N51510PL7_4965_0000",64488.7748041254
"396",51049,"N51049JL7_7100_7030",751.592798926329
"397",51075,"N51075JL7_7100_7030",2255.14431166368
"398",51011,"N51011JL2_7110_7120",20605.6481134684
"399",51029,"N51029JL2_7110_7120",691.429773820024
"400",51029,"N51029JL2_7120_6970",27255.6026418742
"401",51029,"N51029JL6_7150_6890",26328.3631380724
"402",51125,"N51125JL6_7150_6890",12148.5807995366
"403",51009,"N51009JL6_7160_7440",4602.89842648093
"404",51009,"H51009JL6_7160_7440",15824.2109639633
"405",51019,"N51019JL6_7160_7440",8716.44265865998
"406",51049,"N51049JL1_7170_6800",968.757351170262
"407",51145,"N51145JL1_7170_6800",2134.28732893056
"408",51009,"N51009JL1_7190_7250",8192.06922418862
"409",51125,"N51125JL1_7190_7250",14138.5016506852
"410",51125,"N51125JL1_7200_7250",23405.952505003
"411",51009,"N51009JL2_7240_7350",23228.3904662786
"412",51009,"H51009JL2_7240_7350",5068.96192808363
"413",51125,"N51125JL2_7240_7350",18176.219456855
"414",51009,"N51009JL2_7250_7090",4118.67311651742
"415",51125,"N51125JL2_7250_7090",38996.2728065763
"416",51011,"N51011JL6_7320_7150",20104.4405967759
"417",51029,"N51029JL6_7320_7150",31778.4649821725
"418",51125,"N51125JL6_7320_7150",18699.1165084178
"419",51009,"N51009JL2_7350_7090",8009.40760864858
"420",51125,"N51125JL2_7350_7090",6132.00638289717
"421",51009,"N51009JL6_7430_7320",17761.5258366918
"422",51011,"N51011JL6_7430_7320",3946.78983896405
"423",51125,"N51125JL6_7430_7320",6509.25447261582
"424",51009,"N51009JL6_7440_7430",12987.26972227
"425",51011,"N51011JL6_7440_7430",18762.2277135882
"426",51019,"N51019JL6_7440_7430",20189.0487978567
"427",51031,"N51031JL6_7440_7430",1834.4984594597
"428",51680,"N51680JL6_7440_7430",7215.75553858809
"429",51011,"N51011JL1_7530_7430",19839.3276614293
"430",51031,"N51031JL1_7530_7430",13395.0273773373
"431",51017,"N51017JU1_6290_6590",24502.8298769044
"432",51091,"N51091JU1_6290_6590",4794.07706881172
"433",51017,"N51017JU1_6300_6650",11690.9171685036
"434",51091,"N51091JU1_6300_6650",2915.83041155475
"435",51091,"L51091JU1_6300_6650",11961.8255717611
"436",51017,"N51017JU1_6340_6650",8644.09028249611
"437",51091,"N51091JU1_6340_6650",7238.12301561729
"438",51091,"L51091JU1_6340_6650",29053.6349121154
"439",51017,"N51017JU3_6380_6900",6160.65432551788
"440",51091,"N51091JU3_6380_6900",12134.4434429529
"441",51015,"N51015JU2_6410_6640",1582.92533847477
"442",51163,"N51163JU2_6410_6640",5415.3629488117
"443",51017,"N51017JU1_6590_6600",18763.8040664613
"444",51017,"N51017JU2_6600_6810",30239.0465728896
"445",51015,"N51015JU3_6640_6790",2551.28517267943
"446",51017,"N51017JU3_6640_6790",14245.9201592765
"447",51163,"N51163JU3_6640_6790",5561.01962523329
"448",51005,"N51005JU3_6650_7300",12285.6906675271
"449",51017,"N51017JU3_6650_7300",7162.1910591896
"450",51023,"N51023JU3_6650_7300",3101.67795899572
"451",51023,"L51023JU3_6650_7300",58329.8651662892
"452",51163,"N51163JU3_6650_7300",16046.6558261823
"453",51015,"N51015JU3_6790_7260",28299.5610270281
"454",51163,"N51163JU3_6790_7260",224.714183192898
"455",51678,"N51678JU3_6790_7260",8513.80883473352
"456",51017,"N51017JU2_6810_6900",12878.8464682299
"457",51015,"N51015JU1_6880_7260",13520.8559847124
"458",51015,"H51015JU1_6880_7260",23201.2340159551
"459",51163,"N51163JU1_6880_7260",12143.454479644
"460",51005,"N51005JU3_6900_6950",17571.2415529781
"461",51017,"N51017JU3_6900_6950",26207.6656843787
"462",51005,"N51005JU3_6950_7330",33853.5299856625
"463",51017,"N51017JU3_6950_7330",1969.39033448102
"464",51580,"N51580JU3_6950_7330",20061.6522675531
"465",51005,"N51005JU4_7000_7300",10941.8349865392
"466",51017,"N51017JU4_7000_7300",34667.538712097
"467",51023,"L51023JU4_7000_7300",11913.9527948907
"468",51580,"N51580JU4_7000_7300",7776.12423258069
"469",51005,"N51005JU2_7140_7330",18539.1303577671
"470",54063,"N54063JU2_7140_7330",23292.8534541533
"471",51023,"N51023JU2_7180_7380",23284.9988725577
"472",51163,"N51163JU2_7180_7380",5273.43984109833
"473",51163,"L51163JU2_7180_7380",8199.73579620104
"474",51163,"N51163JU4_7260_7380",20741.2045347201
"475",51530,"N51530JU4_7260_7380",6503.63239049333
"476",51005,"N51005JU5_7300_7510",25632.9898156193
"477",51023,"N51023JU5_7300_7510",18245.9804542954
"478",51023,"L51023JU5_7300_7510",16930.6487599688
"479",51163,"N51163JU5_7300_7510",7384.50259388871
"480",51005,"N51005JU4_7330_7000",15954.6915689455
"481",51580,"N51580JU4_7330_7000",15653.2209404249
"482",51005,"N51005JU2_7360_7000",20656.4175037124
"483",51163,"N51163JU4_7380_7160",2367.33318827885
"484",51005,"N51005JU3_7400_7510",8275.10013215342
"485",51023,"N51023JU3_7400_7510",1888.37678745705
"486",51023,"L51023JU3_7400_7510",27944.8474754912
"487",51023,"N51023JU5_7420_7160",190352.721816513
"488",51023,"H51023JU5_7420_7160",12308.7245929014
"489",51163,"N51163JU5_7420_7160",435.573833359324
"490",51005,"N51005JU2_7450_7360",3350.80442235541
"491",51045,"N51045JU2_7450_7360",62072.6609161374
"492",51045,"H51045JU2_7450_7360",10149.4906322222
"493",51071,"N51071JU2_7450_7360",1614.1388822211
"494",54063,"N54063JU2_7450_7360",2083.72814618916
"495",51005,"N51005JU3_7490_7400",13017.0236211202
"496",51023,"N51023JU3_7490_7400",8003.804994881
"497",51023,"L51023JU3_7490_7400",9389.48453407282
"498",51045,"N51045JU3_7490_7400",9016.64346347628
"499",51045,"H51045JU3_7490_7400",9625.69414972771
"500",51023,"N51023JU5_7500_7420",10539.544957411
