0.00237548,0.003156929,0.00237548,0.00237548,0.00237548,0.00237548,0.00237548,0.00237548,0.00237548,0.00237548,0.00237548,0.003156929,0.00237548,0.003156929,0.00237548,0.003156929,0.00237548,0.00237548,0.00237548
0.000554029,0.000713642,0.000554029,0.000554029,0.000554029,0.000554029,0.000554029,0.000554029,0.000554029,0.000554029,0.000554029,0.000713642,0.000554029,0.000713642,0.000554029,0.000713642,0.000554029,0.000554029,0.000554029
0.001477488,0.002301348,0.001477488,0.001477488,0.001477488,0.001477488,0.001477488,0.001477488,0.001477488,0.001477488,0.001477488,0.002301348,0.001477488,0.002301348,0.001477488,0.002301348,0.001477488,0.001477488,0.001477488
0.00124746,0.001936999,0.00124746,0.00124746,0.00124746,0.00124746,0.00124746,0.00124746,0.00124746,0.00124746,0.00124746,0.001936999,0.00124746,0.001936999,0.00124746,0.001936999,0.00124746,0.00124746,0.00124746
0.000512381,0.000966059,0.000512381,0.000512381,0.000512381,0.000512381,0.000512381,0.000512381,0.000512381,0.000512381,0.000512381,0.000966059,0.000512381,0.000966059,0.000512381,0.000966059,0.000512381,0.000512381,0.000512381
0.000635038,0.001068127,0.000635038,0.000635038,0.000635038,0.000635038,0.000635038,0.000635038,0.000635038,0.000635038,0.000635038,0.001068127,0.000635038,0.001068127,0.000635038,0.001068127,0.000635038,0.000635038,0.000635038
0.00139638,0.001836904,0.00139638,0.00139638,0.00139638,0.00139638,0.00139638,0.00139638,0.00139638,0.00139638,0.00139638,0.001836904,0.00139638,0.001836904,0.00139638,0.001836904,0.00139638,0.00139638,0.00139638
0.001601869,0.002309447,0.001601869,0.001601869,0.001601869,0.001601869,0.001601869,0.001601869,0.001601869,0.001601869,0.001601869,0.002309447,0.001601869,0.002309447,0.001601869,0.002309447,0.001601869,0.001601869,0.001601869
8.0047E-05,0.000132283,8.0047E-05,8.0047E-05,8.0047E-05,8.0047E-05,8.0047E-05,8.0047E-05,8.0047E-05,8.0047E-05,8.0047E-05,0.000132283,8.0047E-05,0.000132283,8.0047E-05,0.000132283,8.0047E-05,8.0047E-05,8.0047E-05
0.001322102,0.001655301,0.001322102,0.001322102,0.001322102,0.001322102,0.001322102,0.001322102,0.001322102,0.001322102,0.001322102,0.001655301,0.001322102,0.001655301,0.001322102,0.001655301,0.001322102,0.001322102,0.001322102
0.002562831,0.003625941,0.002562831,0.002562831,0.002562831,0.002562831,0.002562831,0.002562831,0.002562831,0.002562831,0.002562831,0.003625941,0.002562831,0.003625941,0.002562831,0.003625941,0.002562831,0.002562831,0.002562831
0.000552504,0.000500993,0.000552504,0.000552504,0.000552504,0.000552504,0.000552504,0.000552504,0.000552504,0.000552504,0.000552504,0.000500993,0.000552504,0.000500993,0.000552504,0.000500993,0.000552504,0.000552504,0.000552504
0.000112543,0.000192921,0.000112543,0.000112543,0.000112543,0.000112543,0.000112543,0.000112543,0.000112543,0.000112543,0.000112543,0.000192921,0.000112543,0.000192921,0.000112543,0.000192921,0.000112543,0.000112543,0.000112543
0.000350827,0.000246706,0.000350827,0.000350827,0.000350827,0.000350827,0.000350827,0.000350827,0.000350827,0.000350827,0.000350827,0.000246706,0.000350827,0.000246706,0.000350827,0.000246706,0.000350827,0.000350827,0.000350827
0.000912384,0.001281295,0.000912384,0.000912384,0.000912384,0.000912384,0.000912384,0.000912384,0.000912384,0.000912384,0.000912384,0.001281295,0.000912384,0.001281295,0.000912384,0.001281295,0.000912384,0.000912384,0.000912384
0.000444138,0.00099399,0.000444138,0.000444138,0.000444138,0.000444138,0.000444138,0.000444138,0.000444138,0.000444138,0.000444138,0.00099399,0.000444138,0.00099399,0.000444138,0.00099399,0.000444138,0.000444138,0.000444138
0.00064734,0.000899087,0.00064734,0.00064734,0.00064734,0.00064734,0.00064734,0.00064734,0.00064734,0.00064734,0.00064734,0.000899087,0.00064734,0.000899087,0.00064734,0.000899087,0.00064734,0.00064734,0.00064734
0.000147858,0.000168313,0.000147858,0.000147858,0.000147858,0.000147858,0.000147858,0.000147858,0.000147858,0.000147858,0.000147858,0.000168313,0.000147858,0.000168313,0.000147858,0.000168313,0.000147858,0.000147858,0.000147858
6.4661E-06,1.12139E-05,6.4661E-06,6.4661E-06,6.4661E-06,6.4661E-06,6.4661E-06,6.4661E-06,6.4661E-06,6.4661E-06,6.4661E-06,1.12139E-05,6.4661E-06,1.12139E-05,6.4661E-06,1.12139E-05,6.4661E-06,6.4661E-06,6.4661E-06
0.003814005,0.006360063,0.003814005,0.003814005,0.003814005,0.003814005,0.003814005,0.003814005,0.003814005,0.003814005,0.003814005,0.006360063,0.003814005,0.006360063,0.003814005,0.006360063,0.003814005,0.003814005,0.003814005
4.28421E-05,0.000114008,4.28421E-05,4.28421E-05,4.28421E-05,4.28421E-05,4.28421E-05,4.28421E-05,4.28421E-05,4.28421E-05,4.28421E-05,0.000114008,4.28421E-05,0.000114008,4.28421E-05,0.000114008,4.28421E-05,4.28421E-05,4.28421E-05
0.000141458,0.000283463,0.000141458,0.000141458,0.000141458,0.000141458,0.000141458,0.000141458,0.000141458,0.000141458,0.000141458,0.000283463,0.000141458,0.000283463,0.000141458,0.000283463,0.000141458,0.000141458,0.000141458
0.001048304,0.001725803,0.001048304,0.001048304,0.001048304,0.001048304,0.001048304,0.001048304,0.001048304,0.001048304,0.001048304,0.001725803,0.001048304,0.001725803,0.001048304,0.001725803,0.001048304,0.001048304,0.001048304
0.002153411,0.003785532,0.002153411,0.002153411,0.002153411,0.002153411,0.002153411,0.002153411,0.002153411,0.002153411,0.002153411,0.003785532,0.002153411,0.003785532,0.002153411,0.003785532,0.002153411,0.002153411,0.002153411
9.10891E-05,0.000152842,9.10891E-05,9.10891E-05,9.10891E-05,9.10891E-05,9.10891E-05,9.10891E-05,9.10891E-05,9.10891E-05,9.10891E-05,0.000152842,9.10891E-05,0.000152842,9.10891E-05,0.000152842,9.10891E-05,9.10891E-05,9.10891E-05
0.005116046,0.009489996,0.005116046,0.005116046,0.005116046,0.005116046,0.005116046,0.005116046,0.005116046,0.005116046,0.005116046,0.009489996,0.005116046,0.009489996,0.005116046,0.009489996,0.005116046,0.005116046,0.005116046
0.000764293,0.001207366,0.000764293,0.000764293,0.000764293,0.000764293,0.000764293,0.000764293,0.000764293,0.000764293,0.000764293,0.001207366,0.000764293,0.001207366,0.000764293,0.001207366,0.000764293,0.000764293,0.000764293
0.000745127,0.001269666,0.000745127,0.000745127,0.000745127,0.000745127,0.000745127,0.000745127,0.000745127,0.000745127,0.000745127,0.001269666,0.000745127,0.001269666,0.000745127,0.001269666,0.000745127,0.000745127,0.000745127
0.000323703,0.000596415,0.000323703,0.000323703,0.000323703,0.000323703,0.000323703,0.000323703,0.000323703,0.000323703,0.000323703,0.000596415,0.000323703,0.000596415,0.000323703,0.000596415,0.000323703,0.000323703,0.000323703
0.001375986,0.002470906,0.001375986,0.001375986,0.001375986,0.001375986,0.001375986,0.001375986,0.001375986,0.001375986,0.001375986,0.002470906,0.001375986,0.002470906,0.001375986,0.002470906,0.001375986,0.001375986,0.001375986
0.000694824,0.000902202,0.000694824,0.000694824,0.000694824,0.000694824,0.000694824,0.000694824,0.000694824,0.000694824,0.000694824,0.000902202,0.000694824,0.000902202,0.000694824,0.000902202,0.000694824,0.000694824,0.000694824
0.003377328,0.003265642,0.003377328,0.003377328,0.003377328,0.003377328,0.003377328,0.003377328,0.003377328,0.003377328,0.003377328,0.003265642,0.003377328,0.003265642,0.003377328,0.003265642,0.003377328,0.003377328,0.003377328
0.002161568,0.00319244,0.002161568,0.002161568,0.002161568,0.002161568,0.002161568,0.002161568,0.002161568,0.002161568,0.002161568,0.00319244,0.002161568,0.00319244,0.002161568,0.00319244,0.002161568,0.002161568,0.002161568
0.002332969,0.003152672,0.002332969,0.002332969,0.002332969,0.002332969,0.002332969,0.002332969,0.002332969,0.002332969,0.002332969,0.003152672,0.002332969,0.003152672,0.002332969,0.003152672,0.002332969,0.002332969,0.002332969
