0.003156929,0.003156929,0.000336792,0,5.21E-05,0.005249598,0.005249598,0,0,0.000338103,0.000273052,0.005055409,0.003156929,0.000222033,0,0,0.003156929,0.003156929,0.003156929,0.003156929
0.000713642,0.000713642,5.76E-06,0,0,0.000207768,0.000207768,0,0,9.94E-05,7.49E-05,0.00123189,0.000713642,0.000126666,0,0,0.000713642,0.000713642,0.000713642,0.000713642
0.002301348,0.002301348,0.00116582,0,0,0.000457089,0.000457089,0,0,0.000424194,0.000164928,0.00258675,0.002301348,0.000217191,0,0,0.002301348,0.002301348,0.002301348,0.002301348
0.001936999,0.001936999,0.001384591,0,0,0.000540196,0.000540196,0,0.001669585,0.000199575,0.000128222,0.002313558,0.001936999,0.000216067,0,0,0.001936999,0.001936999,0.001936999,0.001936999
0.000966059,0.000966059,0,0,5.21E-05,9.70E-05,9.70E-05,0.000414913,8.14E-05,4.38E-05,4.19E-05,0.000830849,0.000966059,5.94E-05,0,0,0.000966059,0.000966059,0.000966059,0.000966059
0.001068127,0.001068127,2.88E-06,0,0,0.000221619,0.000221619,0,0,1.88E-05,3.33E-05,0.001132471,0.001068127,4.41E-05,0,0,0.001068127,0.001068127,0.001068127,0.001068127
0.001836904,0.001836904,1.15E-05,0,0,0.003656712,0.003656712,0.00017782,4.07E-05,0.000156529,0.000127142,0.00310336,0.001836904,0.000130989,0,0,0.001836904,0.001836904,0.001836904,0.001836904
0.002309447,0.002309447,6.62E-05,0,0,0.014072802,0.014072802,0.00017782,0,0.000161225,0.000103889,0.002690543,0.002309447,0.000100987,0,0,0.002309447,0.002309447,0.002309447,0.002309447
0.000132283,0.000132283,0,0,0,2.77E-05,2.77E-05,0,0,0,7.47E-07,0.000130709,0.000132283,0,0,0,0.000132283,0.000132283,0.000132283,0.000132283
0.001655301,0.001655301,5.76E-06,0,0.00010427,0.006648568,0.006648568,0,0.000447937,0.000139311,4.37E-05,0.002627628,0.001655301,5.35E-05,0,0,0.001655301,0.001655301,0.001655301,0.001655301
0.003625941,0.003625941,2.30E-05,0,0.007872374,0.002964153,0.002964153,0.015055421,0.00077371,0.000182356,4.08E-05,0.005759923,0.003625941,7.06E-05,0,0,0.003625941,0.003625941,0.003625941,0.003625941
0.000500993,0.000500993,5.76E-06,0,5.21E-05,0.002257743,0.002257743,0.003734218,0.000203608,6.26E-06,6.31E-06,0.001562783,0.000500993,3.84E-05,0,0,0.000500993,0.000500993,0.000500993,0.000500993
0.000192921,0.000192921,0,0,0,0.000401684,0.000401684,0,0,0,1.08E-06,0.000237193,0.000192921,3.46E-06,0,0,0.000192921,0.000192921,0.000192921,0.000192921
0.000246706,0.000246706,0,0,0,0.00328273,0.00328273,0,0,1.57E-06,1.11E-05,0.001085873,0.000246706,1.81E-05,0,0,0.000246706,0.000246706,0.000246706,0.000246706
