0,0,0,0,0,0,0,0,0,0.000338103,0.000273052,0.005055409,0.000222033,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9.94E-05,7.49E-05,0.00123189,0.000126666,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.000424194,0.000164928,0.00258675,0.000217191,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.000199575,0.000128222,0.002313558,0.000216067,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,4.38E-05,4.19E-05,0.000830849,5.94E-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.88E-05,3.33E-05,0.001132471,4.41E-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.000156529,0.000127142,0.00310336,0.000130989,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.000161225,0.000103889,0.002690543,0.000100987,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,7.47E-07,0.000130709,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.000139311,4.37E-05,0.002627628,5.35E-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.000182356,4.08E-05,0.005759923,7.06E-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6.26E-06,6.31E-06,0.001562783,3.84E-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,1.08E-06,0.000237193,3.46E-06,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.57E-06,1.11E-05,0.001085873,1.81E-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6.89E-05,3.11E-05,0.002117579,5.23E-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7.83E-07,3.49E-06,0.000547731,1.97E-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0.000173747,4.76E-05,0.001346449,0.000125023,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7.83E-07,1.86E-05,0.000354949,4.00E-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,0,8.58E-06,0,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9.47E-05,0.000118672,0.006712901,0.000301404,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.72E-05,9.97E-07,2.05E-05,1.12E-06,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,8.61E-06,1.49E-06,0.000245941,3.98E-06,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.27E-05,4.61E-05,0.002002179,0.000172317,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.80E-05,6.05E-05,0.003856995,0.000171021,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,4.15E-06,0.00019581,8.73E-06,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.19E-05,0.000123239,0.008923002,0.000285409,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,9.94E-05,4.48E-05,0.001506933,6.40E-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7.04E-06,2.39E-05,0.001540578,4.97E-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2.49E-06,0.000453527,3.54E-06,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7.04E-06,8.22E-06,0.002795682,2.92E-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7.83E-07,1.21E-05,0.001543269,5.33E-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5.01E-05,7.47E-05,0.008294356,0.000481157,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.13E-06,9.22E-05,0.0049427,0.0003538,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,1.80E-05,8.04E-05,0.005628205,0.000209323,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,6.26E-06,2.18E-05,0.002324997,8.32E-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,2.19E-05,8.42E-05,0.00428327,0.000141191,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2.57E-06,2.93E-05,8.39E-06,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,2.49E-07,8.92E-06,9.51E-07,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,3.05E-05,3.68E-05,0.002069804,0.000140586,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,0,3.16E-06,0.000199511,1.47E-05,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,5.48E-06,2.96E-05,0.001296656,0.000228171,0,0,0,0,0,0,0
0,0,0,0,0,0,0,0,0,7.83E-07,8.89E-06,0.000179325,1.28E-05,0,0,0,0,0,0,0
